species,scheme,metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,warn_lower,warn_upper,FINAL_LOWER,FINAL_UPPER,WARN_LOWER,WARN_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,refseq_warn_lower,refseq_warn_upper,KS_statistic,KS_p_value,Wasserstein_Distance
Clostridium innocuum,qualibact-v1.0,Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,87.92,100.0,100.0,100.0,Clostridium innocuum,176,6,insufficient_data,87.92,0.0,87.92,87.92,87.92,0.0,87.92,87.92,87.92,87.92,87.92,87.92,1.0,4.306195318659767e-11,12.079999999999998
Clostridium innocuum,qualibact-v1.0,Contamination,non-normal,2.6192613636363635,0.5369622255699646,2.41,2.4,2.7624999999999997,0.3624999999999998,1.67,5.01,1.88,5.01,1.9875,4.4087499999999995,1.88,5.01,1.99,4.41,Clostridium innocuum,176,6,insufficient_data,3.3083333333333336,0.7444554310963747,2.8,2.8,3.6925,0.8925000000000001,2.8,4.66,2.8,4.64325,2.8,4.57625,0.7670454545454546,0.0004877736384187477,0.7053219696969697
Clostridium innocuum,qualibact-v1.0,Total_Coding_Sequences,non-normal,4339.880681818182,267.04964739213267,4390.0,4102.5,4433.75,331.25,3843.0,5043.0,3941.0,5040.375,3963.0,4912.875,3941.0,5040.38,3963.0,4912.88,Clostridium innocuum,176,6,insufficient_data,4460.166666666667,330.40652569557733,4458.5,4197.0,4696.0,499.0,4007.0,4952.0,4010.9,4946.25,4026.5,4923.25,0.3806818181818182,0.2923369158242348,143.0852272727273
Clostridium innocuum,qualibact-v1.0,Genome_Size,non-normal,4387804.795454546,224961.1238912969,4376580.5,4230271.25,4514330.25,284059.0,4009156.0,4962556.0,4057677.375,4923964.125,4081410.75,4896215.25,4057677.38,5051129.0,4081410.75,4896215.25,Clostridium innocuum,176,6,insufficient_data,4551325.5,323143.1235447383,4531843.5,4303471.75,4765952.75,462481.0,4121800.0,5051129.0,4125997.55,5044391.649999999,4142787.75,5017442.25,0.38636363636363635,0.2765432934824415,171321.7840909091
Clostridium tetani,qualibact-v1.0,N50,non-normal,254904.44444444444,97916.46611932182,232909.0,211077.5,278569.5,67492.0,93945.0,677392.0,95470.475,557250.579999999,121018.0,527735.875,95470.48,557250.58,121018.0,527735.88,Clostridium tetani,162,0,,,,,,,,,,,,,,,,
Clostridium tetani,qualibact-v1.0,number,non-normal,54.135802469135804,16.24218945164733,53.0,42.0,63.0,21.0,26.0,109.0,28.415,103.36499999999995,30.025,95.84999999999997,28.42,103.36,30.02,95.85,Clostridium tetani,162,0,,,,,,,,,,,,,,,,
Clostridium tetani,qualibact-v1.0,longest,non-normal,537878.6790123457,229086.36979226998,427785.0,393065.0,589654.75,196589.75,188957.0,1267314.0,251135.2,1258236.015,333155.225,1215205.75,251135.2,1258236.01,333155.22,1215205.75,Clostridium tetani,162,0,,,,,,,,,,,,,,,,
Clostridium tetani,qualibact-v1.0,GC_Content,normal,28.529506790123456,0.03119152133636534,28.527050000000003,28.504075,28.549125,0.04504999999999981,28.4422,28.6117,28.459266,28.611539,28.476332499999998,28.5901975,28.4593,28.7851,28.4763,28.5902,Clostridium tetani,162,15,non-normal,28.70324666666667,0.06400973745367909,28.7122,28.6694,28.74775,0.07835000000000036,28.5296,28.7851,28.537363,28.784358,28.568414999999998,28.78139,0.9333333333333333,3.0012631854493853e-15,0.17373987654320971
Clostridium tetani,qualibact-v1.0,Completeness_Specific,non-normal,99.99074074074075,0.006040557937147862,99.99,99.99,99.99,0.0,99.97,100.0,99.97,100.0,99.98,100.0,97.08,100.0,99.98,100.0,Clostridium tetani,162,15,non-normal,98.85466666666669,0.6401860840585493,98.76,98.76,99.38,0.6199999999999903,97.08,99.38,97.1542,99.38,97.451,99.38,1.0,9.181229673510286e-22,1.1360740740740716
Clostridium tetani,qualibact-v1.0,Contamination,non-normal,0.005679012345679013,0.01562984416602317,0.0,0.0,0.01,0.01,0.0,0.12,0.0,0.10389999999999987,0.0,0.039749999999999945,0.0,0.78,0.0,0.04,Clostridium tetani,162,15,non-normal,0.24266666666666672,0.21075947322850183,0.16,0.16,0.16,0.0,0.16,0.78,0.16,0.78,0.16,0.78,1.0,9.181229673510286e-22,0.23698765432098762
Clostridium tetani,qualibact-v1.0,Total_Coding_Sequences,normal,2737.925925925926,59.77277504423179,2721.0,2700.25,2772.0,71.75,2595.0,2915.0,2604.66,2873.9449999999997,2631.075,2854.975,2604.66,3157.0,2631.08,2854.98,Clostridium tetani,162,15,non-normal,2870.5333333333333,93.87641994783473,2837.0,2806.5,2912.5,106.0,2776.0,3157.0,2777.12,3142.72,2781.6,3085.6,0.7592592592592593,1.491114306732336e-08,132.6074074074074
Clostridium tetani,qualibact-v1.0,Genome_Size,normal,2828200.524691358,41618.726401245585,2819030.5,2801162.5,2860167.75,59005.25,2728196.0,2937946.0,2738177.195,2923260.385,2759346.35,2916974.675,2738177.2,3070777.0,2759346.35,2916974.68,Clostridium tetani,162,15,non-normal,2886801.8666666667,66402.23397232623,2873333.0,2833921.5,2921101.5,87180.0,2811348.0,3070777.0,2811843.04,3062587.07,2813823.2,3029827.35,0.42098765432098767,0.01026554680994732,58601.341975308635
Corynebacterium diphtheriae,qualibact-v1.0,N50,non-normal,148735.0556186152,55267.889869589635,137198.0,116769.75,162599.75,45830.0,57564.0,403849.0,63816.175,403084.0,76200.0,274195.0,63816.18,403084.0,76200.0,274195.0,Corynebacterium diphtheriae,1762,0,,,,,,,,,,,,,,,,
Corynebacterium diphtheriae,qualibact-v1.0,number,non-normal,56.70431328036322,14.080298083081864,56.0,48.0,65.0,17.0,22.0,104.0,25.805,100.0,29.0,88.0,25.8,100.0,29.0,88.0,Corynebacterium diphtheriae,1762,0,,,,,,,,,,,,,,,,
Corynebacterium diphtheriae,qualibact-v1.0,longest,non-normal,346092.5442678774,83762.29091663694,347712.0,276294.25,404032.0,127737.75,134503.0,637530.0,160334.105,550459.915,197343.15,509142.95,160334.11,550459.92,197343.15,509142.95,Corynebacterium diphtheriae,1762,0,,,,,,,,,,,,,,,,
Corynebacterium diphtheriae,qualibact-v1.0,GC_Content,normal,53.53997139614075,0.08323341902268083,53.547200000000004,53.48375,53.592475,0.10872499999999974,53.3167,53.9117,53.3563025,53.755989500000005,53.374007500000005,53.7076975,53.3162,53.756,53.374,53.7077,Corynebacterium diphtheriae,1762,57,normal,53.54138245614035,0.08220398061563153,53.5242,53.4866,53.6096,0.12299999999999756,53.3162,53.7386,53.346608,53.736472,53.42828,53.72316,0.146633610132027,0.16794358871288756,0.01870731226477096
Corynebacterium diphtheriae,qualibact-v1.0,Completeness_Specific,non-normal,99.99869466515324,0.003628438707371675,100.0,100.0,100.0,0.0,99.98,100.0,99.98,100.0,99.99,100.0,95.89,100.0,99.99,100.0,Corynebacterium diphtheriae,1762,57,non-normal,98.02385964912281,0.6412316941362062,98.37,97.73,98.5,0.769999999999996,95.89,98.61,95.99080000000001,98.5904,96.338,98.532,1.0,3.0434746558953987e-109,1.9748350160304269
Corynebacterium diphtheriae,qualibact-v1.0,Contamination,non-normal,0.561305334846765,0.3534244647546204,0.44,0.3,0.78,0.48000000000000004,0.07,1.93,0.1,1.69,0.11,1.45,0.1,1.69,0.11,1.45,Corynebacterium diphtheriae,1762,57,non-normal,0.1243859649122807,0.0432462367842425,0.12,0.1,0.12,0.01999999999999999,0.1,0.31,0.1,0.30439999999999995,0.1,0.274,0.8498516438656232,4.383215353299298e-45,0.43699882509907007
Corynebacterium diphtheriae,qualibact-v1.0,Total_Coding_Sequences,non-normal,2343.8802497162314,74.8221794096256,2346.0,2287.0,2388.0,101.0,2133.0,2560.0,2188.0,2535.1949999999997,2207.0,2499.0,2188.0,2535.19,2207.0,2499.0,Corynebacterium diphtheriae,1762,57,normal,2351.6666666666665,51.89102391139627,2335.0,2313.0,2382.0,69.0,2268.0,2496.0,2270.52,2485.36,2278.2,2456.0,0.18847203138379434,0.03423647914372607,19.03213055339825
Corynebacterium diphtheriae,qualibact-v1.0,Genome_Size,non-normal,2441691.9313280364,52633.93228151108,2444660.0,2401697.75,2477025.75,75328.0,2286776.0,2582540.0,2335628.5,2571916.15,2344224.45,2543483.125,2335628.5,2571916.15,2344224.45,2543483.12,Corynebacterium diphtheriae,1762,57,normal,2463997.5263157897,42671.41208181802,2456329.0,2437238.0,2489049.0,51811.0,2369432.0,2564229.0,2374145.24,2562311.56,2389935.4,2548567.0,0.24624131270286956,0.0019565487709494647,22465.964782842464
Corynebacterium glutamicum,qualibact-v1.0,N50,non-normal,160363.64388489208,44010.79009938066,147706.5,130857.0,176962.0,46105.0,102770.0,285134.0,102770.0,285134.0,113242.375,285099.0,102770.0,285134.0,113242.38,285099.0,Corynebacterium glutamicum,278,0,,,,,,,,,,,,,,,,
Corynebacterium glutamicum,qualibact-v1.0,number,normal,71.18345323741008,11.695729387980812,69.0,64.0,79.0,15.0,46.0,105.0,46.0,99.23000000000002,48.0,94.14999999999998,46.0,99.23,48.0,94.15,Corynebacterium glutamicum,278,0,,,,,,,,,,,,,,,,
Corynebacterium glutamicum,qualibact-v1.0,longest,non-normal,404101.4316546763,63374.80776228989,366241.0,362155.0,470371.0,108216.0,302531.0,655521.0,305739.015,544324.615,346222.5,544324.0,305739.02,544324.62,346222.5,544324.0,Corynebacterium glutamicum,278,0,,,,,,,,,,,,,,,,
Corynebacterium glutamicum,qualibact-v1.0,GC_Content,non-normal,53.83207661870503,0.024774328063801743,53.833299999999994,53.815625000000004,53.838375,0.02274999999999494,53.7764,53.927,53.7772155,53.9261685,53.80675,53.9234075,53.7391,54.2941,53.8068,53.9234,Corynebacterium glutamicum,278,37,normal,54.11441891891892,0.16869524871605557,54.1628,54.0795,54.2561,0.17660000000000053,53.7391,54.2941,53.750494,54.293938,53.79607,54.29329,0.8108108108108109,5.455136915627437e-23,0.2854105677620061
Corynebacterium glutamicum,qualibact-v1.0,Completeness_Specific,non-normal,99.9994964028777,0.002186861029291861,100.0,100.0,100.0,0.0,99.99,100.0,99.99,100.0,99.99,100.0,91.14,100.0,99.99,100.0,Corynebacterium glutamicum,278,37,non-normal,97.53918918918919,1.3276607723246219,97.85,97.17,98.43,1.2600000000000051,91.14,98.69,91.9248,98.69,95.06400000000001,98.69,1.0,9.081841816749875e-49,2.460307213688508
Corynebacterium glutamicum,qualibact-v1.0,Contamination,non-normal,0.13672661870503597,0.09530189107527552,0.11,0.1,0.12,0.01999999999999999,0.07,0.82,0.07385,0.46,0.08,0.46,0.02,3.57,0.08,0.46,Corynebacterium glutamicum,278,36,non-normal,0.8413888888888889,0.9260854075617244,0.6950000000000001,0.05,1.17,1.1199999999999999,0.02,3.57,0.02,3.5280000000000005,0.02,3.36,0.548960831334932,1.777669527335957e-09,0.7488429256594725
Corynebacterium glutamicum,qualibact-v1.0,Total_Coding_Sequences,non-normal,3064.2697841726617,20.902717990201158,3057.5,3050.0,3085.0,35.0,3017.0,3117.0,3020.385,3114.46,3032.0,3105.0,2654.0,3229.0,3032.0,3105.0,Corynebacterium glutamicum,278,37,non-normal,3043.2702702702704,122.68409193306387,3071.0,2946.0,3114.0,168.0,2654.0,3229.0,2683.7,3225.4,2802.5,3211.0,0.34960139996111217,0.0004577001866515511,76.16945362628815
Corynebacterium glutamicum,qualibact-v1.0,Genome_Size,non-normal,3262854.978417266,19801.621827323637,3254150.0,3252968.0,3275402.5,22434.5,3231735.0,3324073.0,3232209.0,3324041.065,3232985.475,3322506.775,2843369.0,3428365.0,3232985.48,3322506.78,Corynebacterium glutamicum,278,37,non-normal,3259644.5405405406,119678.6168917122,3303123.0,3177080.0,3338086.0,161006.0,2843369.0,3428365.0,2877783.92,3426589.48,3015443.6,3419487.4,0.5857476181217188,4.599956237245743e-11,83233.2430488042
Corynebacterium jeikeium,qualibact-v1.0,N50,non-normal,149845.7786885246,53164.729434970744,141366.5,101744.75,186603.25,84858.5,72732.0,330499.0,77121.88,311352.5649999999,82964.6,285205.49999999977,77121.88,311352.56,82964.6,285205.5,Corynebacterium jeikeium,122,0,,,,,,,,,,,,,,,,
Corynebacterium jeikeium,qualibact-v1.0,number,normal,71.94262295081967,20.181674523258767,71.0,57.0,85.75,28.75,27.0,128.0,31.235,120.13499999999995,37.025,110.89999999999998,31.24,120.13,37.02,110.9,Corynebacterium jeikeium,122,0,,,,,,,,,,,,,,,,
Corynebacterium jeikeium,qualibact-v1.0,longest,non-normal,347398.88524590165,96833.50629498177,346729.5,271912.0,414331.0,142419.0,160990.0,734630.0,179665.745,679250.1149999996,203811.0,610800.6999999995,179665.74,679250.11,203811.0,610800.7,Corynebacterium jeikeium,122,0,,,,,,,,,,,,,,,,
Corynebacterium jeikeium,qualibact-v1.0,GC_Content,non-normal,62.142072950819674,0.3694584752365002,62.31445,61.79585,62.4999,0.7040499999999952,61.5071,62.6276,61.523193,62.624212,61.539655,62.59447,61.3514,62.6242,61.5397,62.5945,Corynebacterium jeikeium,122,3,insufficient_data,61.50820000000001,0.17265783117677191,61.4245,61.387950000000004,61.586600000000004,0.19865000000000066,61.3514,61.7487,61.352131,61.745458,61.355055,61.73249,0.7786885245901639,0.02555468135326514,0.6338729508196727
Corynebacterium jeikeium,qualibact-v1.0,Completeness_Specific,non-normal,99.9677049180328,0.024687784370501537,99.98,99.96,99.98,0.020000000000010232,99.87,100.0,99.88210000000001,100.0,99.9,100.0,95.93,100.0,99.9,100.0,Corynebacterium jeikeium,122,3,insufficient_data,97.71666666666668,1.2633641157199613,98.61,97.27000000000001,98.61,1.3399999999999892,95.93,98.61,95.9568,98.61,96.06400000000001,98.61,1.0,6.294256490952008e-06,2.2510382513661185
Corynebacterium jeikeium,qualibact-v1.0,Contamination,non-normal,0.2308196721311475,0.43173229061601154,0.045,0.01,0.16,0.15,0.0,2.12,0.0,1.8053999999999981,0.0,1.46,0.0,2.15,0.0,1.46,Corynebacterium jeikeium,122,3,insufficient_data,1.57,0.5242772803266098,1.68,1.28,1.915,0.635,0.88,2.15,0.888,2.1452999999999998,0.92,2.1265,0.8688524590163934,0.006099134539732495,1.3391803278688525
Corynebacterium jeikeium,qualibact-v1.0,Total_Coding_Sequences,non-normal,2052.2377049180327,54.87034692601988,2041.5,2014.5,2086.75,72.25,1954.0,2202.0,1957.63,2199.58,1967.025,2173.575,1957.63,2269.0,1967.02,2173.57,Corynebacterium jeikeium,122,3,insufficient_data,2196.6666666666665,58.3913996711464,2195.0,2160.5,2232.0,71.5,2126.0,2269.0,2126.69,2268.26,2129.45,2265.3,0.8688524590163934,0.006099134539732495,144.42896174863387
Corynebacterium jeikeium,qualibact-v1.0,Genome_Size,normal,2341050.729508197,50066.99118231278,2330235.5,2305252.5,2368611.25,63358.75,2227967.0,2454682.0,2235510.14,2454602.14,2259894.15,2442119.475,2235510.14,2524840.0,2259894.15,2442119.48,Corynebacterium jeikeium,122,3,insufficient_data,2472103.6666666665,45108.83965354118,2476822.0,2445735.5,2500831.0,55095.5,2414649.0,2524840.0,2415270.73,2524359.82,2417757.65,2522439.1,0.8524590163934426,0.008371361132966168,131052.93715846997
Corynebacterium pseudodiphtheriticum,qualibact-v1.0,N50,normal,322409.702970297,106784.79974502476,344568.0,240192.0,397255.0,157063.0,103278.0,587490.0,105960.5,571703.0,127782.0,526708.0,105960.5,571703.0,127782.0,526708.0,Corynebacterium pseudodiphtheriticum,101,0,,,,,,,,,,,,,,,,
Corynebacterium pseudodiphtheriticum,qualibact-v1.0,number,non-normal,28.762376237623762,9.3778214393085,28.0,22.0,34.0,12.0,13.0,61.0,13.0,58.0,14.5,49.0,13.0,58.0,14.5,49.0,Corynebacterium pseudodiphtheriticum,101,0,,,,,,,,,,,,,,,,
Corynebacterium pseudodiphtheriticum,qualibact-v1.0,longest,non-normal,575673.3663366337,223385.3020817017,517528.0,430148.0,624536.0,194388.0,256114.0,1090594.0,267454.5,1090594.0,282944.0,1077650.0,267454.5,1090594.0,282944.0,1077650.0,Corynebacterium pseudodiphtheriticum,101,0,,,,,,,,,,,,,,,,
Corynebacterium pseudodiphtheriticum,qualibact-v1.0,GC_Content,normal,55.27957821782178,0.05805022169129095,55.2796,55.2391,55.325,0.08590000000000231,55.117,55.445,55.1324,55.424350000000004,55.1597,55.37035,55.1324,55.4244,55.1597,55.3704,Corynebacterium pseudodiphtheriticum,101,5,insufficient_data,55.316739999999996,0.04937876466660605,55.3022,55.2743,55.3682,0.09390000000000498,55.2582,55.3808,55.258522,55.380548,55.25981,55.37954,0.38613861386138615,0.37206818697718747,0.038886534653465324
Corynebacterium pseudodiphtheriticum,qualibact-v1.0,Completeness_Specific,non-normal,99.9972277227723,0.004476298833846772,100.0,99.99,100.0,0.010000000000005116,99.99,100.0,99.99,100.0,99.99,100.0,98.66,100.0,99.99,100.0,Corynebacterium pseudodiphtheriticum,101,5,insufficient_data,98.81199999999998,0.0759999999999991,98.85,98.85,98.85,0.0,98.66,98.85,98.6638,98.85,98.679,98.85,1.0,1.9735373118345654e-08,1.185227722772281
Corynebacterium pseudodiphtheriticum,qualibact-v1.0,Contamination,non-normal,0.13089108910891087,0.1535010498232297,0.07,0.02,0.18,0.16,0.0,0.76,0.0,0.66,0.0,0.54,0.0,0.66,0.0,0.54,Corynebacterium pseudodiphtheriticum,101,2,insufficient_data,0.275,0.225,0.275,0.1625,0.3875,0.225,0.05,0.5,0.052250000000000005,0.49775,0.061250000000000006,0.48875,0.4504950495049505,0.695412145440701,0.15321782178217822
Corynebacterium pseudodiphtheriticum,qualibact-v1.0,Total_Coding_Sequences,normal,2144.6435643564355,55.094263804202406,2142.0,2107.0,2176.0,69.0,2032.0,2289.0,2040.0,2285.0,2062.5,2266.5,2040.0,2285.0,2062.5,2266.5,Corynebacterium pseudodiphtheriticum,101,5,insufficient_data,2129.8,29.822139426942528,2120.0,2111.0,2153.0,42.0,2091.0,2174.0,2091.4,2173.58,2093.0,2171.9,0.27722772277227725,0.7702154854078822,23.188118811881193
Corynebacterium pseudodiphtheriticum,qualibact-v1.0,Genome_Size,normal,2351690.4653465347,45659.53695539928,2353296.0,2317151.0,2383625.0,66474.0,2259662.0,2461313.0,2260388.0,2457991.5,2271339.5,2445745.0,2260388.0,2457991.5,2271339.5,2445745.0,Corynebacterium pseudodiphtheriticum,101,5,insufficient_data,2357619.8,32609.776886081265,2362766.0,2344021.0,2374277.0,30256.0,2304556.0,2402479.0,2305345.3,2401914.96,2308502.5,2399658.8,0.19603960396039605,0.9742806643984405,14392.356435643565
Corynebacterium striatum,qualibact-v1.0,N50,non-normal,110998.81420765027,22834.948974432475,107854.0,95032.75,125049.0,30016.25,49081.0,194799.0,62982.3,190542.525,73856.5,161008.5,62982.3,190542.52,73856.5,161008.5,Corynebacterium striatum,366,0,,,,,,,,,,,,,,,,
Corynebacterium striatum,qualibact-v1.0,number,non-normal,173.1120218579235,43.832156493910105,165.0,144.25,206.75,62.5,87.0,338.0,89.475,288.175,95.0,262.75,89.48,288.18,95.0,262.75,Corynebacterium striatum,366,0,,,,,,,,,,,,,,,,
Corynebacterium striatum,qualibact-v1.0,longest,non-normal,264145.6775956284,50607.70147318279,263521.5,221822.75,290378.0,68555.25,145763.0,450195.0,161773.625,408120.1250000001,182890.75,360383.375,161773.62,408120.13,182890.75,360383.38,Corynebacterium striatum,366,0,,,,,,,,,,,,,,,,
Corynebacterium striatum,qualibact-v1.0,GC_Content,non-normal,59.245095901639345,0.08643433187323693,59.26715,59.18955,59.298925,0.109375,58.946,59.4219,58.984707500000006,59.403977499999996,59.0503375,59.376487499999996,58.9847,59.4456,59.0503,59.3765,Corynebacterium striatum,366,6,insufficient_data,59.19153333333333,0.15737809744546877,59.14555,59.061025,59.308749999999996,0.24772499999999553,59.0165,59.4456,59.0173425,59.443104999999996,59.0207125,59.433125,0.4371584699453552,0.15451721604687496,0.09962759562841508
Corynebacterium striatum,qualibact-v1.0,Completeness_Specific,non-normal,99.95478142076502,0.21586357583126184,99.99,99.99,100.0,0.010000000000005116,97.33,100.0,98.59225,100.0,99.61,100.0,98.59,100.0,99.61,100.0,Corynebacterium striatum,366,6,insufficient_data,99.65833333333335,0.30295305833669767,99.795,99.53999999999999,99.9,0.36000000000001364,99.07,99.9,99.08049999999999,99.9,99.12249999999999,99.9,0.9453551912568307,1.3027635020011836e-07,0.31491803278688235
Corynebacterium striatum,qualibact-v1.0,Contamination,non-normal,0.6354371584699453,0.513403621761502,0.53,0.29,0.77,0.48000000000000004,0.01,3.09,0.02,2.61,0.05,2.44,0.02,2.61,0.05,2.44,Corynebacterium striatum,366,6,insufficient_data,0.24666666666666662,0.2885403880838098,0.13,0.13,0.13,0.0,0.07,0.89,0.07150000000000001,0.8709999999999998,0.07750000000000001,0.795,0.7021857923497268,0.002009479132603989,0.39101092896174866
Corynebacterium striatum,qualibact-v1.0,Total_Coding_Sequences,non-normal,2797.065573770492,140.98839647473753,2762.0,2688.0,2909.0,221.0,2460.0,3113.0,2551.075,3110.175,2575.5,3062.25,2489.0,3110.18,2575.5,3062.25,Corynebacterium striatum,366,6,insufficient_data,2741.5,131.72667408944426,2779.0,2692.0,2836.75,144.75,2489.0,2883.0,2493.65,2882.025,2512.25,2878.125,0.3224043715846995,0.4768639902178847,65.72950819672133
Corynebacterium striatum,qualibact-v1.0,Genome_Size,non-normal,2874119.4153005467,89167.32259114561,2857177.5,2807939.25,2937549.25,129610.0,2624526.0,3080425.0,2692383.6,3076875.85,2739867.625,3065873.875,2665682.0,3076875.85,2739867.62,3065873.88,Corynebacterium striatum,366,6,insufficient_data,2899738.3333333335,130696.90042316314,2949407.0,2824476.75,3002061.25,177584.5,2665682.0,3031488.0,2668982.25,3030819.65,2682183.25,3028146.25,0.3879781420765027,0.26491359790464125,62396.038251366124
Corynebacterium ulcerans,qualibact-v1.0,N50,normal,333978.9781021898,92818.56648836871,318861.0,268265.0,395408.0,127143.0,132752.0,602974.0,139324.88,578404.9199999998,155058.4,549566.2,139324.88,578404.92,155058.4,549566.2,Corynebacterium ulcerans,137,0,,,,,,,,,,,,,,,,
Corynebacterium ulcerans,qualibact-v1.0,number,non-normal,19.0,6.935574221434149,18.0,14.0,23.0,9.0,8.0,50.0,8.68,39.7999999999999,9.4,33.0,8.68,39.8,9.4,33.0,Corynebacterium ulcerans,137,0,,,,,,,,,,,,,,,,
Corynebacterium ulcerans,qualibact-v1.0,longest,non-normal,543007.0510948905,155266.89190196086,525269.0,438347.0,615035.0,176688.0,268618.0,866973.0,269070.88,866970.96,303291.6,852892.2,269070.88,866970.96,303291.6,852892.2,Corynebacterium ulcerans,137,0,,,,,,,,,,,,,,,,
Corynebacterium ulcerans,qualibact-v1.0,GC_Content,normal,53.34198540145985,0.04593513602014457,53.3287,53.3129,53.3704,0.05749999999999744,53.2077,53.4615,53.232791999999996,53.456808,53.257619999999996,53.44688,53.2032,53.4568,53.2576,53.4469,Corynebacterium ulcerans,137,27,normal,53.32006296296296,0.04932319826934493,53.3111,53.3036,53.35735,0.05374999999999375,53.2032,53.4222,53.205514,53.419275,53.21477,53.407575,0.3741551770748851,0.002486782435270736,0.02192243849689092
Corynebacterium ulcerans,qualibact-v1.0,Completeness_Specific,non-normal,99.98817518248174,0.0038624106730834806,99.99,99.99,99.99,0.0,99.98,99.99,99.98,99.99,99.98,99.99,93.87,99.99,99.98,99.99,Corynebacterium ulcerans,137,27,normal,95.74925925925925,1.3832032761510538,95.32,94.765,96.745,1.980000000000004,93.87,98.26,93.8934,98.2509,93.987,98.2145,1.0,3.321025951218597e-31,4.238915923222489
Corynebacterium ulcerans,qualibact-v1.0,Contamination,non-normal,0.48350364963503645,0.1822350741472505,0.44,0.3,0.63,0.33,0.22,1.06,0.2336,0.9239999999999986,0.26,0.8179999999999998,0.23,0.92,0.26,0.82,Corynebacterium ulcerans,137,27,normal,0.45592592592592596,0.17425522489130832,0.45,0.3,0.53,0.23000000000000004,0.26,0.84,0.26,0.84,0.26,0.84,0.16626115166261152,0.500921773349595,0.05209245742092457
Corynebacterium ulcerans,qualibact-v1.0,Total_Coding_Sequences,non-normal,2291.934306569343,74.38047820757652,2284.0,2224.0,2335.0,111.0,2177.0,2491.0,2181.76,2481.48,2188.8,2445.8,2181.76,2481.48,2188.8,2445.8,Corynebacterium ulcerans,137,27,normal,2268.6296296296296,57.35861725963152,2249.0,2215.5,2300.5,85.0,2193.0,2413.0,2194.04,2406.76,2198.2,2381.7999999999997,0.21627466882941335,0.20701917161743363,25.327926466612592
Corynebacterium ulcerans,qualibact-v1.0,Genome_Size,non-normal,2508447.2554744524,53218.73971714022,2501285.0,2456566.0,2539789.0,83223.0,2421060.0,2645878.0,2422103.8,2640733.12,2425679.0,2614879.0,2422103.8,2640733.12,2425679.0,2614879.0,Corynebacterium ulcerans,137,27,normal,2498537.3703703703,46590.67592153809,2484335.0,2460098.0,2524785.5,64687.5,2434569.0,2606374.0,2434916.23,2602839.82,2436305.15,2588703.1,0.16355771830224386,0.5252470780982594,12314.183022438496
Cronobacter sakazakii,qualibact-v1.0,N50,non-normal,404127.2081151832,181371.15285561973,380581.0,264213.0,529209.0,264996.0,76334.0,1192555.0,92807.715,1056424.0,102576.0,825605.2500000016,92807.72,1056424.0,102576.0,825605.25,Cronobacter sakazakii,1528,0,,,,,,,,,,,,,,,,
Cronobacter sakazakii,qualibact-v1.0,number,non-normal,57.71596858638743,21.830599747106923,53.0,42.0,69.0,27.0,22.0,166.0,25.0,138.365,29.0,111.82500000000005,25.0,138.36,29.0,111.83,Cronobacter sakazakii,1528,0,,,,,,,,,,,,,,,,
Cronobacter sakazakii,qualibact-v1.0,longest,non-normal,875882.804973822,394985.547517748,793142.0,593327.75,1067462.25,474134.5,194195.0,2224661.0,271581.79,2094942.4350000003,325721.525,1891146.0,271581.79,2094942.44,325721.53,1891146.0,Cronobacter sakazakii,1528,0,,,,,,,,,,,,,,,,
Cronobacter sakazakii,qualibact-v1.0,GC_Content,non-normal,56.7881002617801,0.13739959665965223,56.7801,56.689,56.877175,0.1881750000000011,56.4108,57.1767,56.4602115,57.1227,56.53906,57.065495000000006,56.2956,57.1227,56.5391,57.0655,Cronobacter sakazakii,1528,29,non-normal,56.79652413793104,0.16190611936034363,56.8023,56.7279,56.9056,0.17770000000000152,56.2956,57.1123,56.321836,57.097165999999994,56.42678,57.036629999999995,0.16221339591984113,0.3989337913151337,0.032120576818920964
Cronobacter sakazakii,qualibact-v1.0,Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,95.92,100.0,100.0,100.0,Cronobacter sakazakii,1528,29,non-normal,98.14103448275864,0.6751569157461871,98.21,97.91,98.6,0.6899999999999977,95.92,99.08,95.9676,99.03659999999999,96.158,98.863,1.0,6.0973638656455745e-62,1.8589655172413795
Cronobacter sakazakii,qualibact-v1.0,Contamination,non-normal,0.12732984293193716,0.1816112905002002,0.05,0.03,0.08,0.05,0.0,0.79,0.0,0.69,0.0,0.64,0.0,3.3,0.0,0.64,Cronobacter sakazakii,1528,29,normal,1.6113793103448277,0.872593139531904,1.75,0.76,2.32,1.5599999999999998,0.1,3.3,0.1476,3.2523999999999997,0.338,3.0620000000000003,0.852703556598664,8.169242371799908e-24,1.4840494674128903
