metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,non-normal,224308.85,232594.70898087713,206375.5,46935.0,221572.0,174637.0,1922.0,910047.0,2766.565,909868.31,2766.56,909868.31,Borreliella burgdorferi,560,0,,,,,,,,,,,,,,
number,non-normal,307.60357142857146,164.69635476524422,275.5,195.75,368.25,172.5,54.0,1109.0,76.18,1021.6650000000005,76.18,1021.67,Borreliella burgdorferi,560,0,,,,,,,,,,,,,,
longest,non-normal,350837.175,231808.1161585053,344061.5,158260.0,465032.25,306772.25,13884.0,910047.0,18324.49,909868.31,18324.49,909868.31,Borreliella burgdorferi,560,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.28561075357142857,0.007933042289778607,0.28267450000000005,0.28149625,0.285574,0.004077749999999991,0.278931,0.33220999999999995,0.27935695000000005,0.32456299000000005,0.2794,0.3246,Borreliella burgdorferi,560,35,normal,0.28325859999999997,0.0014003049504610428,0.283288,0.28250600000000003,0.2842865,0.0017804999999999627,0.280193,0.286195,0.28027273,0.2861644,0.22678571428571428,0.058214353560818284,0.0032208892857142866
Completeness_Specific,non-normal,96.86591071428572,2.063822794656156,97.21,96.64,97.73,1.0900000000000034,70.25,99.41,84.32379999999999,99.23665,84.32,99.87,Borreliella burgdorferi,560,35,non-normal,99.55942857142857,0.5030929641847982,99.7,99.59,99.87,0.28000000000000114,97.74,99.87,97.7876,99.87,0.9089285714285714,6.881177481775474e-33,2.693517857142859
Contamination,non-normal,0.4493928571428572,0.4640131493892414,0.36,0.26,0.45,0.19,0.12,5.55,0.13795000000000002,3.436450000000069,0.14,8.33,Borreliella burgdorferi,560,35,normal,5.795142857142857,2.0304388989696243,5.56,5.56,8.33,2.7700000000000005,2.78,8.33,2.78,8.33,0.9928571428571429,3.67494246895387e-52,5.34575
Total_Coding_Sequences,non-normal,1480.9571428571428,139.18808556505584,1469.0,1393.75,1562.0,168.25,1051.0,2269.0,1104.975,1995.7650000000012,855.0,1995.77,Borreliella burgdorferi,560,35,non-normal,1334.6,182.2811329473553,1364.0,1311.5,1429.5,118.0,855.0,1587.0,855.51,1583.26,0.4160714285714286,1.1934068176236776e-05,146.35714285714283
Genome_Size,non-normal,1370379.5660714286,91192.1090502035,1367341.0,1325255.0,1424143.75,98888.75,995874.0,1768788.0,1073962.805,1687185.0100000002,906733.0,1687185.01,Borreliella burgdorferi,560,35,non-normal,1319339.4,156289.88426514185,1341182.0,1288635.5,1407801.0,119165.5,906733.0,1531091.0,907413.51,1529410.89,0.20892857142857144,0.09893230455492746,57100.83750000001
