species,metric,lower_bounds,upper_bounds
Campylobacter_coli,N50,25000.0,
Campylobacter_coli,no_of_contigs,,180.0
Campylobacter_coli,GC_Content,30.0,32.0
Campylobacter_coli,Completeness,95.0,
Campylobacter_coli,Contamination,,13.0
Campylobacter_coli,Total_Coding_Sequences,1600.0,2300.0
Campylobacter_coli,Genome_Size,1600000.0,2200000.0
