metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,non-normal,282052.6024096386,108228.10687764623,265140.0,200507.0,359770.5,159263.5,37578.0,851775.0,68938.1,615483.0999999995,68938.1,615483.1,Klebsiella oxytoca,1079,0,,,,,,,,,,,,,,
number,non-normal,124.00834105653382,51.5434700954588,111.0,90.0,147.5,57.5,47.0,536.0,53.78,346.499999999995,53.78,346.5,Klebsiella oxytoca,1079,0,,,,,,,,,,,,,,
longest,non-normal,735078.6552363299,295519.3626847853,655853.0,544404.0,884859.0,340455.0,162532.0,1777064.0,188534.59,1556163.0199999958,188534.59,1556163.02,Klebsiella oxytoca,1079,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.5500284096385541,0.00197064710864754,0.55042,0.5489625,0.551515,0.0025524999999999576,0.543667,0.55346,0.544563,0.5532520000000001,0.5412,0.5533,Klebsiella oxytoca,1079,55,non-normal,0.5488841272727274,0.002465776256564653,0.549664,0.547524,0.5505245,0.0030004999999999615,0.54115,0.552398,0.54127096,0.55229864,0.26445361867048617,0.00101453487756705,0.0011442823658269386
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,96.13,100.0,Klebsiella oxytoca,1079,55,non-normal,99.03963636363635,0.5966724810034203,99.23,98.995,99.33,0.33499999999999375,96.13,99.54,96.2326,99.54,1.0,9.529014299605596e-95,0.9603636363636368
Contamination,non-normal,0.6536793327154773,0.43523463471546375,0.48,0.35,0.82,0.47,0.09,2.54,0.16,2.4,0.16,7.61,Klebsiella oxytoca,1079,55,non-normal,1.654909090909091,1.0975126799470831,1.55,0.9450000000000001,2.0300000000000002,1.0850000000000002,0.32,7.61,0.3362,6.481399999999987,0.5661808071446626,2.644573779784501e-16,1.0012297581936136
Total_Coding_Sequences,non-normal,5624.391102873031,278.75430060574485,5591.0,5393.5,5797.0,403.5,5148.0,6417.0,5188.63,6312.44,5071.0,6504.0,Klebsiella oxytoca,1079,55,normal,5825.781818181818,301.4253829517403,5794.0,5660.5,6033.0,372.5,5071.0,6504.0,5152.0,6490.7699999999995,0.3512174572415536,2.8459225841925004e-06,206.07232285786503
Genome_Size,non-normal,6026012.051899907,227448.5368310527,6002043.0,5837153.5,6181305.5,344152.0,5624995.0,6700630.0,5667910.93,6600977.83,5394761.0,6736859.0,Klebsiella oxytoca,1079,55,normal,6150635.036363636,267166.54980816494,6119415.0,6009947.0,6319376.0,309429.0,5394761.0,6736859.0,5494574.06,6719648.66,0.28506192602578145,0.0002949551817430818,134700.06647569296
