metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,non-normal,213752.0,83588.6502317273,190246.0,151140.0,249916.0,98776.0,100735.0,449593.0,101721.68,435731.8799999999,101721.68,435731.88,Bifidobacterium dentium,137,0,,,,,,,,,,,,,,
number,non-normal,30.59124087591241,9.933027371692695,29.0,25.0,35.0,10.0,10.0,62.0,11.36,60.639999999999986,11.36,60.64,Bifidobacterium dentium,137,0,,,,,,,,,,,,,,
longest,non-normal,443498.8102189781,129831.82037406244,434724.0,345194.0,509894.0,164700.0,211238.0,934955.0,211247.52,842862.599999999,211247.52,842862.6,Bifidobacterium dentium,137,0,,,,,,,,,,,,,,
GC_Content,normal,0.5845763138686132,0.0013175995744962822,0.584616,0.583638,0.585659,0.0020210000000000505,0.581651,0.588906,0.58165576,0.58791728,0.5817,0.5888,Bifidobacterium dentium,137,15,non-normal,0.5853754666666666,0.0011701310391955468,0.585296,0.5848899999999999,0.5853845,0.0004945000000000643,0.582891,0.588791,0.5830247700000001,0.58861418,0.5391727493917275,0.00033984700156864376,0.0008471625304136334
Completeness_Specific,non-normal,99.93948905109488,0.03865099630226785,99.95,99.93,99.97,0.03999999999999204,99.83,99.99,99.83,99.99,88.19,99.99,Bifidobacterium dentium,137,15,normal,92.52866666666667,3.1347873222206877,91.95,89.89500000000001,95.805,5.909999999999997,88.19,96.91,88.2187,96.91,1.0,9.99778347763023e-21,7.410822384428224
Contamination,non-normal,0.7063503649635037,0.3949089813131181,0.59,0.49,0.7,0.20999999999999996,0.15,1.79,0.15,1.7764,0.14,5.58,Bifidobacterium dentium,137,15,non-normal,1.7673333333333334,1.5386811091176609,1.71,0.695,2.0,1.3050000000000002,0.14,5.58,0.14,5.5366,0.572749391727494,0.00011126680290759306,1.1428807785888073
Total_Coding_Sequences,normal,2154.912408759124,85.04678613224698,2155.0,2105.0,2212.0,107.0,1922.0,2381.0,1938.32,2380.32,1938.32,2403.0,Bifidobacterium dentium,137,15,normal,2230.6666666666665,85.45460133245541,2218.0,2179.0,2281.5,102.5,2109.0,2403.0,2109.42,2400.41,0.4340632603406326,0.008004925308948854,75.75425790754258
Genome_Size,normal,2600650.7810218977,60261.96199619525,2611940.0,2562653.0,2630292.0,67639.0,2402233.0,2755403.0,2416608.2,2752847.56,2416608.2,2758140.0,Bifidobacterium dentium,137,15,normal,2639882.6666666665,66511.93917452381,2635828.0,2598359.0,2665128.0,66769.0,2535489.0,2758140.0,2536507.15,2757533.66,0.49148418491484186,0.0016240175999237608,39261.500243309
