metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,non-normal,413010.9,174588.94127053465,381341.0,284354.5,531015.25,246660.75,71190.0,1198779.0,79747.985,946699.275,79747.98,946699.28,Hafnia paralvei,210,0,,,,,,,,,,,,,,
number,non-normal,70.48095238095237,28.091722540340005,62.0,50.0,84.0,34.0,35.0,183.0,37.0,170.77500000000006,37.0,170.78,Hafnia paralvei,210,0,,,,,,,,,,,,,,
longest,non-normal,925194.0,404845.54639520065,860300.5,617541.0,1133173.75,515632.75,226449.0,2245375.0,272350.58,2244623.23,272350.58,2244623.23,Hafnia paralvei,210,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.48087819047619046,0.0009769388692211051,0.4807,0.48025725,0.48143475,0.001177499999999998,0.477904,0.483513,0.47876118,0.483316685,0.4788,0.4836,Hafnia paralvei,210,5,insufficient_data,0.4812548,0.0014108442011788612,0.480668,0.480054,0.482035,0.0019810000000000105,0.479881,0.483636,0.47988446,0.48360398,0.2619047619047619,0.8204305989794961,0.0005456666666666718
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.59,100.0,Hafnia paralvei,210,5,insufficient_data,99.59,0.0,99.59,99.59,99.59,0.0,99.59,99.59,99.59,99.59,1.0,5.474709616837387e-10,0.4099999999999966
Contamination,non-normal,0.19342857142857145,0.17223090022756452,0.12,0.07,0.27,0.2,0.01,0.95,0.02,0.9186500000000004,0.02,0.92,Hafnia paralvei,210,0,,,,,,,,,,,,,,
Total_Coding_Sequences,normal,4388.061904761905,141.66832820154087,4369.0,4301.0,4469.75,168.75,3968.0,4749.0,3979.375,4742.685,3979.38,4742.69,Hafnia paralvei,210,5,insufficient_data,4433.0,184.51124626970574,4532.0,4391.0,4543.0,152.0,4092.0,4607.0,4097.98,4605.72,0.46190476190476193,0.18429724856152846,104.78571428571429
Genome_Size,normal,4803887.757142857,111603.15750688995,4797507.5,4738784.25,4861951.0,123166.75,4460613.0,5063442.0,4470800.24,5057347.8950000005,4470800.24,5057347.9,Hafnia paralvei,210,5,insufficient_data,4825726.2,166104.22483898478,4894359.0,4804139.0,4945534.0,141395.0,4513714.0,4970885.0,4519522.5,4970377.98,0.4142857142857143,0.28810186124707454,88657.57619047619
