species,metric,lower_bounds,upper_bounds
Escherichia_fergusonii,N50,70000.0,
Escherichia_fergusonii,no_of_contigs,,210.0
Escherichia_fergusonii,GC_Content,49.0,51.0
Escherichia_fergusonii,Completeness,89.0,
Escherichia_fergusonii,Contamination,,9.0
Escherichia_fergusonii,Total_Coding_Sequences,4000.0,5200.0
Escherichia_fergusonii,Genome_Size,4300000.0,5300000.0
