metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,normal,314764.2555555556,84434.08229060653,299889.0,255182.25,370796.5,115614.25,165078.0,552699.0,170917.735,534092.6599999997,170917.74,534092.66,Rhizobium leguminosarum,90,0,,,,,,,,,,,,,,
number,non-normal,124.08888888888889,41.515631445528896,121.0,91.25,151.75,60.5,57.0,253.0,57.445,244.98999999999987,57.44,244.99,Rhizobium leguminosarum,90,0,,,,,,,,,,,,,,
longest,non-normal,759696.8222222222,239314.12077897292,724246.0,588811.25,849883.25,261072.0,434368.0,1576092.0,439759.175,1576092.0,439759.18,1576092.0,Rhizobium leguminosarum,90,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6072406666666667,0.0012520577640206647,0.606975,0.60636125,0.60801025,0.0016490000000000116,0.60499,0.609681,0.60506031,0.609664535,0.6047,0.6118,Rhizobium leguminosarum,90,24,normal,0.6073767916666667,0.0019924577364644957,0.606984,0.6057035,0.60914475,0.0034412500000000623,0.604702,0.611779,0.604741675,0.611603165,0.28055555555555556,0.08277535038521189,0.0007782472222222346
Completeness_Specific,non-normal,99.9928888888889,0.008464887535440916,99.99,99.99,100.0,0.010000000000005116,99.96,100.0,99.96445,100.0,95.78,100.0,Rhizobium leguminosarum,90,24,non-normal,99.02041666666666,1.075970411483925,99.465,98.9675,99.7025,0.7349999999999994,95.78,99.87,95.86395,99.86425,1.0,7.248189090758356e-25,0.9724722222222194
Contamination,non-normal,1.2686666666666666,0.7831435231027438,1.085,0.6025,1.7375,1.135,0.13,3.03,0.17895,3.03,0.01,6.93,Rhizobium leguminosarum,90,21,non-normal,0.9609523809523808,1.4060884777481952,0.56,0.4,1.06,0.66,0.01,6.93,0.019000000000000003,6.431999999999992,0.3603174603174603,0.01751210375254676,0.6820634920634923
Total_Coding_Sequences,normal,7132.1,281.1276123834947,7157.5,6926.5,7296.0,369.5,6498.0,7840.0,6531.375,7784.374999999999,6531.38,8837.0,Rhizobium leguminosarum,90,24,normal,7479.25,526.0191892887559,7425.5,7211.5,7718.5,507.0,6665.0,8837.0,6670.29,8793.53,0.4222222222222222,0.001481042627376151,349.7944444444445
Genome_Size,normal,7420936.3,268681.05589781643,7463704.5,7238395.75,7595093.5,356697.75,6656950.0,8048177.0,6739448.105,7991791.9399999995,6739448.1,8799320.0,Rhizobium leguminosarum,90,24,normal,7679017.75,493832.28704829956,7677640.5,7426804.5,7939553.75,512749.25,6872702.0,8799320.0,6876229.855,8772697.385,0.4111111111111111,0.0021653574160714296,281238.97777777776
