metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,non-normal,204600.42,85405.79327362363,194798.0,143318.5,237452.75,94134.25,51304.0,383514.0,61387.575,381367.65499999997,61387.58,381367.66,Dichelobacter nodosus,150,0,,,,,,,,,,,,,,
number,non-normal,32.973333333333336,16.680506253974695,28.0,22.25,40.75,18.5,9.0,95.0,9.745,94.255,9.74,94.26,Dichelobacter nodosus,150,0,,,,,,,,,,,,,,
longest,normal,304878.5933333333,73233.60984940332,315211.0,241548.25,346908.0,105359.75,111762.0,477661.0,134099.335,458717.1399999999,134099.34,458717.14,Dichelobacter nodosus,150,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.4406063866666667,0.001380381115425091,0.4403735,0.43962049999999997,0.44097949999999997,0.001358999999999999,0.438206,0.44418199999999997,0.43827454,0.44411793,0.4383,0.4441,Dichelobacter nodosus,150,1,insufficient_data,0.443958,0.0,0.443958,0.443958,0.443958,0.0,0.443958,0.443958,0.443958,0.443958,0.9733333333333334,0.06622516556291391,0.003359013333333352
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.12,100.0,Dichelobacter nodosus,150,1,insufficient_data,99.12,0.0,99.12,99.12,99.12,0.0,99.12,99.12,99.12,99.12,1.0,0.013245033112582781,0.8799999999999955
Contamination,non-normal,0.09646666666666667,0.5832485309787664,0.0,0.0,0.0,0.0,0.0,4.52,0.0,4.043199999999997,0.0,4.04,Dichelobacter nodosus,150,1,insufficient_data,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.96,0.09271523178807949,0.2782000000000001
Total_Coding_Sequences,non-normal,1267.02,52.55187532334122,1256.5,1219.5,1289.75,70.25,1202.0,1409.0,1203.49,1406.7649999999999,1203.49,1406.76,Dichelobacter nodosus,150,1,insufficient_data,1352.0,0.0,1352.0,1352.0,1352.0,0.0,1352.0,1352.0,1352.0,1352.0,0.92,0.17218543046357615,89.84666666666666
Genome_Size,non-normal,1349921.84,42120.765308666145,1341179.5,1313971.0,1370030.75,56059.75,1295699.0,1458752.0,1296774.035,1458286.375,1296774.03,1458286.38,Dichelobacter nodosus,150,1,insufficient_data,1389350.0,0.0,1389350.0,1389350.0,1389350.0,0.0,1389350.0,1389350.0,1389350.0,1389350.0,0.8066666666666666,0.3973509933774837,51911.759999999995
