metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,warn_lower,warn_upper,FINAL_LOWER,FINAL_UPPER,WARN_LOWER,WARN_UPPER,species,count,refseq_count
N50,non-normal,235962.8957952468,91610.52525801535,237494.0,188000.0,263983.5,75983.5,38120.0,505426.0,46178.31,504526.49,76097.3,503792.15,46178.31,504526.49,76097.3,503792.15,Legionella fraseri,547,0
number,non-normal,63.691042047531994,29.0341407214564,55.0,46.5,71.0,24.5,32.0,256.0,33.0,181.3499999999999,35.0,162.10000000000014,33.0,181.35,35.0,162.1,Legionella fraseri,547,0
longest,non-normal,553217.2486288848,174220.86770630183,560223.0,455544.0,585009.0,129465.0,134824.0,1171403.0,144728.0,1040517.3699999994,214002.6,924959.9500000002,144728.0,1040517.37,214002.6,924959.95,Legionella fraseri,547,0
GC_Content,non-normal,38.19910767824497,0.03283033019782627,38.1952,38.18470000000001,38.21685,0.03214999999999435,38.0081,38.3171,38.074633,38.285225000000004,38.13247,38.26299,38.07,38.29,38.13,38.26,Legionella fraseri,547,0
Completeness_Specific,non-normal,99.99767824497258,0.004222203674253592,100.0,100.0,100.0,0.0,99.99,100.0,99.99,100.0,99.99,100.0,99.99,100.0,99.99,100.0,Legionella fraseri,547,0
Contamination,non-normal,0.2555941499085923,0.1646817433778677,0.19,0.16,0.29,0.12999999999999998,0.04,1.25,0.1,1.0927,0.12,0.67,0.1,1.09,0.12,0.67,Legionella fraseri,547,0
Total_Coding_Sequences,non-normal,3174.0767824497257,92.59215257631185,3158.0,3100.0,3219.0,119.0,2932.0,3533.0,2981.14,3500.27,3042.1,3435.05,2981.14,3500.27,3042.1,3435.05,Legionella fraseri,547,0
Genome_Size,non-normal,3509160.7404021937,84635.47482303904,3486641.0,3444656.5,3542474.5,97818.0,3296115.0,3853591.0,3339012.78,3819940.65,3385668.65,3728619.5000000005,3339012.78,3819940.65,3385668.65,3728619.5,Legionella fraseri,547,0
