metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,non-normal,212475.00481761873,146174.0510548784,161628.0,135547.0,227227.0,91680.0,27099.0,866036.0,39560.98,850616.0,39560.98,850616.0,Staphylococcus capitis,1453,0,,,,,,,,,,,,,,
number,non-normal,58.496902959394355,18.10794345061144,58.0,49.0,64.0,15.0,18.0,200.0,25.0,145.22000000000003,25.0,145.22,Staphylococcus capitis,1453,0,,,,,,,,,,,,,,
longest,non-normal,461097.90158293187,159817.60146360425,455439.0,367576.0,540572.0,172996.0,82101.0,1118113.0,107433.1,932877.0,107433.1,932877.0,Staphylococcus capitis,1453,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.327890316586373,0.00043000203457502,0.32780000000000004,0.32765099999999997,0.328148,0.0004970000000000252,0.326273,0.33069000000000004,0.3267051,0.32917338,0.3267,0.3305,Staphylococcus capitis,1453,42,normal,0.32926716666666667,0.0006514939577495157,0.329311,0.32879725,0.32967525,0.0008779999999999899,0.327864,0.330549,0.327887575,0.33053157499999997,0.7958902762756858,5.397501339704196e-28,0.0013770441615049303
Completeness_Specific,normal,99.98534755677908,0.006444718801560112,99.99,99.98,99.99,0.009999999999990905,99.96,100.0,99.97,100.0,97.13,100.0,Staphylococcus capitis,1453,42,non-normal,99.06285714285713,0.6323323633083127,99.4,98.83,99.51,0.6800000000000068,97.13,99.63,97.23044999999999,99.63,1.0,2.3240416615786676e-82,0.9224904139219323
Contamination,non-normal,0.20397797660013764,0.12212110045508141,0.17,0.15,0.22,0.07,0.01,1.06,0.01,0.7148000000000001,0.01,0.71,Staphylococcus capitis,1453,41,normal,0.24585365853658533,0.17251335204254936,0.28,0.08,0.36,0.27999999999999997,0.06,0.64,0.06,0.64,0.34043946082957044,0.00012568341802323581,0.090600775519111
Total_Coding_Sequences,non-normal,2440.751548520303,60.210375100953684,2453.0,2402.0,2482.0,80.0,2243.0,2670.0,2254.52,2582.74,2254.52,2671.0,Staphylococcus capitis,1453,42,normal,2489.2380952380954,75.0472262498785,2484.0,2447.0,2522.5,75.5,2303.0,2671.0,2315.71,2667.31,0.28677940549929537,0.0018198243286593311,48.48654671779242
Genome_Size,non-normal,2528243.7914659325,52685.06097164126,2543028.0,2498649.0,2566132.0,67483.0,2343033.0,2710039.0,2384139.66,2638026.36,2363587.0,2701315.0,Staphylococcus capitis,1453,42,normal,2532161.523809524,68101.81292294861,2522706.5,2486437.0,2560431.25,73994.25,2363587.0,2701315.0,2377769.515,2696213.575,0.16814144790744928,0.17673611003670492,23239.911414806804
