metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,warn_lower,warn_upper,FINAL_LOWER,FINAL_UPPER,WARN_LOWER,WARN_UPPER,species,count,refseq_count
N50,non-normal,73918.5172413793,56072.47121828647,39802.0,34505.0,121754.0,87249.0,17509.0,266553.0,19177.96,221770.44000000006,24131.0,204352.8,19177.96,221770.44,24131.0,204352.8,Mycoplasma capri,145,0
number,non-normal,58.98620689655172,36.98629498404576,75.0,14.0,87.0,73.0,5.0,161.0,6.4399999999999995,137.96000000000004,8.0,113.4,6.44,137.96,8.0,113.4,Mycoplasma capri,145,0
longest,non-normal,146805.75172413792,72834.68224860737,103974.0,93712.0,219784.0,126072.0,44073.0,275583.0,44656.92,269082.12,48388.8,263809.0,44656.92,269082.12,48388.8,263809.0,Mycoplasma capri,145,0
GC_Content,non-normal,23.938417931034483,0.13305947317878541,23.8714,23.8655,24.1201,0.25459999999999994,23.7025,24.1342,23.703436,24.13168,23.70748,24.12928,23.7,24.13,23.71,24.13,Mycoplasma capri,145,0
Completeness_Specific,non-normal,95.36096551724138,6.124283639925506,99.36,86.37,99.64,13.269999999999996,85.15,99.89,85.546,99.8684,85.876,99.86,85.55,99.87,85.88,99.86,Mycoplasma capri,145,0
Contamination,non-normal,0.11324137931034484,0.2196294143940265,0.05,0.01,0.08,0.07,0.0,1.64,0.0,1.3736000000000004,0.0,0.6120000000000004,0.0,1.37,0.0,0.61,Mycoplasma capri,145,0
Total_Coding_Sequences,non-normal,771.7103448275863,204.59891519722458,902.0,468.0,911.0,443.0,465.0,971.0,465.0,951.5600000000001,466.0,937.4,465.0,951.56,466.0,937.4,Mycoplasma capri,145,0
Genome_Size,non-normal,897995.875862069,240648.84013607827,1054668.0,539616.0,1056061.0,516445.0,538708.0,1082538.0,538788.64,1082254.32,539157.4,1080521.4,538788.64,1082254.32,539157.4,1080521.4,Mycoplasma capri,145,0
