metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,non-normal,248651.90702087287,148837.796679483,216932.0,124778.25,353341.75,228563.5,20594.0,607780.0,26027.005,574698.735,26027.0,574698.74,Pasteurella multocida,1054,0,,,,,,,,,,,,,,
number,non-normal,46.73624288425047,29.610704310991988,36.0,27.0,57.0,30.0,14.0,198.0,16.0,171.7349999999999,16.0,171.73,Pasteurella multocida,1054,0,,,,,,,,,,,,,,
longest,non-normal,448380.490512334,167859.28823500426,523077.0,326813.0,596807.0,269994.0,76685.0,792317.0,88404.855,764185.5449999997,88404.86,764185.54,Pasteurella multocida,1054,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.4031081935483871,0.0007784348492529299,0.403053,0.40256925,0.40352675,0.0009575,0.40122300000000005,0.4065,0.40130597500000004,0.40533604,0.4009,0.4087,Pasteurella multocida,1054,196,non-normal,0.4037437091836735,0.0010031097169309908,0.40359,0.4032005,0.4041505,0.0009500000000000064,0.400858,0.408671,0.401722825,0.40757315,0.36539131781744955,3.264873720413265e-20,0.0006397673101498661
Completeness_Specific,non-normal,99.99999051233395,0.0003078743973357923,100.0,100.0,100.0,0.0,99.99,100.0,100.0,100.0,90.01,100.0,Pasteurella multocida,1054,196,non-normal,97.9483163265306,1.2041627296712685,98.22,97.4875,98.79,1.302500000000009,90.01,99.21,92.61325000000001,99.21,1.0,1.0667947924333681e-234,2.051674185803354
Contamination,non-normal,0.16250474383301708,0.04220879109625439,0.16,0.14,0.18,0.03999999999999998,0.05,0.43,0.07265,0.32734999999999903,0.05,2.06,Pasteurella multocida,1054,196,non-normal,0.715765306122449,0.3494382168105879,0.72,0.535,0.88,0.345,0.05,2.06,0.05,1.8162500000000015,0.8420884482825388,4.5107082134490897e-125,0.5570157417805833
Total_Coding_Sequences,non-normal,2142.150853889943,87.7534551682028,2119.0,2079.0,2183.0,104.0,2011.0,2492.0,2014.265,2445.47,2014.26,2877.0,Pasteurella multocida,1054,196,non-normal,2267.387755102041,133.0663968570257,2227.5,2168.25,2359.25,191.0,2044.0,2877.0,2046.925,2654.700000000001,0.4737636990279983,2.5419115112435906e-34,125.23690121209773
Genome_Size,non-normal,2295715.4108159393,60835.89125021421,2282219.5,2254207.25,2323164.75,68957.5,2187095.0,2528949.0,2194845.54,2494689.284999999,2126408.0,2783224.0,Pasteurella multocida,1054,196,non-normal,2365857.612244898,93203.32863281976,2341570.0,2295948.25,2438431.5,142483.25,2126408.0,2783224.0,2166696.95,2628842.500000001,0.4041261665956705,9.004844789238954e-25,71102.16305231769
