metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,warn_lower,warn_upper,FINAL_LOWER,FINAL_UPPER,WARN_LOWER,WARN_UPPER,species,count,refseq_count
N50,non-normal,128733.68027210885,32551.715815668347,137128.0,111777.5,150383.5,38606.0,25266.0,217139.0,38043.92,210671.2000000001,56820.0,166366.9,38043.92,210671.2,56820.0,166366.9,Campylobacter concheus,147,0
number,non-normal,45.394557823129254,18.145503302763526,41.0,33.0,52.5,19.5,20.0,111.0,20.73,108.81000000000003,23.65,97.74999999999997,20.73,108.81,23.65,97.75,Campylobacter concheus,147,0
longest,non-normal,266275.0544217687,77260.28206215383,264039.0,203281.0,345668.0,142387.0,104255.0,428608.0,113558.85,426845.05000000005,129998.6,408370.35,113558.85,426845.05,129998.6,408370.35,Campylobacter concheus,147,0
GC_Content,normal,29.62264285714286,0.13323173612245715,29.6299,29.5447,29.685850000000002,0.14115000000000322,29.2858,29.9788,29.335075,29.936533,29.388145,29.888925,29.34,29.94,29.39,29.89,Campylobacter concheus,147,0
Completeness_Specific,non-normal,99.99986394557823,0.0011584616575466063,100.0,100.0,100.0,0.0,99.99,100.0,99.99,100.0,100.0,100.0,99.99,100.0,100.0,100.0,Campylobacter concheus,147,0
Contamination,non-normal,0.03809523809523809,0.026116779430099216,0.03,0.02,0.05,0.030000000000000002,0.0,0.15,0.0073,0.1427000000000001,0.01,0.1,0.01,0.14,0.01,0.1,Campylobacter concheus,147,0
Total_Coding_Sequences,non-normal,1556.265306122449,54.369775333398685,1545.0,1515.5,1591.5,76.0,1474.0,1764.0,1477.65,1713.6300000000008,1483.95,1686.8,1477.65,1713.63,1483.95,1686.8,Campylobacter concheus,147,0
Genome_Size,non-normal,1512730.4149659865,45097.852563901775,1499865.0,1475974.5,1544245.0,68270.5,1444764.0,1647524.0,1446015.95,1632002.7400000002,1450322.15,1618923.3,1446015.95,1632002.74,1450322.15,1618923.3,Campylobacter concheus,147,0
