species,metric,lower_bounds,upper_bounds
Burkholderia_contaminans,N50,21000.0,
Burkholderia_contaminans,no_of_contigs,,1140.0
Burkholderia_contaminans,GC_Content,65.0,73.0
Burkholderia_contaminans,Completeness,94.0,
Burkholderia_contaminans,Contamination,,3.0
Burkholderia_contaminans,Total_Coding_Sequences,5900.0,9300.0
Burkholderia_contaminans,Genome_Size,6200000.0,10100000.0
