species,original_count,filtered_out_count,final_count
Aeromonas_caviae,830,34,796
Aeromonas_veronii,409,20,389
Aeromonas_salmonicida,315,11,304
Aeromonas_dhakensis,180,8,172
Aeromonas_hydrophila,174,8,166
