metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,non-normal,499622.41,172977.18535310344,492825.0,376735.25,604450.0,227714.75,195488.0,1056900.0,196643.33,1037991.9899999999,196643.33,1037991.99,Citrobacter sedlakii,100,0,,,,,,,,,,,,,,
number,non-normal,65.39,23.617322032779246,58.5,50.0,75.5,25.5,26.0,156.0,29.465,148.07999999999993,29.46,148.08,Citrobacter sedlakii,100,0,,,,,,,,,,,,,,
longest,normal,1039622.42,322970.23190356663,1017299.5,790844.25,1278938.5,488094.25,449388.0,1741678.0,477121.365,1722480.91,477121.36,1722480.91,Citrobacter sedlakii,100,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.54602569,0.0015718719966651181,0.546374,0.5451444999999999,0.5470794999999999,0.00193500000000002,0.5412250000000001,0.548549,0.5417917750000001,0.54854801,0.5418,0.5485,Citrobacter sedlakii,100,1,insufficient_data,0.54347,0.0,0.54347,0.54347,0.54347,0.0,0.54347,0.54347,0.54347,0.54347,0.91,0.19801980198019797,0.002740289999999991
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,98.81,100.0,Citrobacter sedlakii,100,1,insufficient_data,98.81,0.0,98.81,98.81,98.81,0.0,98.81,98.81,98.81,98.81,1.0,0.019801980198019802,1.1899999999999977
Contamination,non-normal,0.011899999999999999,0.019010260387485493,0.0,0.0,0.02,0.02,0.0,0.14,0.0,0.10039999999999964,0.0,1.44,Citrobacter sedlakii,100,1,insufficient_data,1.44,0.0,1.44,1.44,1.44,0.0,1.44,1.44,1.44,1.44,1.0,0.019801980198019802,1.4281
Total_Coding_Sequences,non-normal,4414.59,194.06824031767795,4340.0,4281.0,4531.5,250.5,4126.0,5037.0,4128.475,5026.605,4128.48,5026.6,Citrobacter sedlakii,100,1,insufficient_data,4764.0,0.0,4764.0,4764.0,4764.0,0.0,4764.0,4764.0,4764.0,4764.0,0.93,0.15841584158415842,364.33
Genome_Size,non-normal,4740576.79,155442.65772935658,4683096.5,4643626.75,4842880.5,199253.75,4501312.0,5162130.0,4501994.11,5159942.595,4501994.11,5159942.6,Citrobacter sedlakii,100,1,insufficient_data,4967243.0,0.0,4967243.0,4967243.0,4967243.0,0.0,4967243.0,4967243.0,4967243.0,4967243.0,0.89,0.23762376237623756,247578.37000000002
