species,scheme,metric,FINAL_lower,FINAL_upper,WARN_lower,WARN_upper,source,engine_severity,lower,upper,ml_lower,ml_upper,auto_lower,auto_upper,refseq_lower,refseq_upper
Brachyspira hyodysenteriae,qualibact-v1.0,Completeness_Specific,93,,100,100,computed,warn,93,,93.89,100,100,100,93.9166,97.902
Brachyspira hyodysenteriae,qualibact-v1.0,Contamination,,2,0.31,1,computed,warn,,2,0.31,1.45,0.36,0.9135000000000005,0.3149,1.4458
Brachyspira hyodysenteriae,qualibact-v1.0,N50,11000,,15000,558084.81,computed,warn,11000,,11271.46,558084.81,11271.46,558084.81,,
Brachyspira hyodysenteriae,qualibact-v1.0,no_of_contigs,,460,27.46,390,computed,warn,,460,27.46,454.32,27.46,454.32000000000016,,
Brachyspira hyodysenteriae,qualibact-v1.0,longest,,,47344.13,1223654.67,computed,warn,,,47344.13,1223654.67,47344.13,1223654.6700000013,,
Bradyrhizobium diazoefficiens,qualibact-v1.0,Genome_Size,7100000,9800000,7100000,9300000,computed,warn,7100000,9800000,7134258.54,9796986,7134258.54,9371680.01,7908141.575,9704649.625
Bradyrhizobium diazoefficiens,qualibact-v1.0,GC_Content,63.36,64.17,63.88,64.15,computed,warn,63.36,64.17,63.3646,64.1601,63.8684,64.160134,63.571197500000004,64.119415
Bradyrhizobium diazoefficiens,qualibact-v1.0,Total_Coding_Sequences,6600,9400,6600,8800,computed,warn,6600,9400,6634,9305,6634,8833.6,7475.675,9215.3
Bradyrhizobium diazoefficiens,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,warn,97,,97.54,100,99.99,100,97.5745,99.99
Bradyrhizobium diazoefficiens,qualibact-v1.0,Contamination,,2,0.04,1,computed,warn,,2,0.04,1.34,0.08,0.7204000000000002,0.1882,1.2544999999999988
Bradyrhizobium diazoefficiens,qualibact-v1.0,N50,55000,,73000,524908.17,computed,warn,55000,,55670.64,524908.17,55670.64,524908.17,,
Bradyrhizobium diazoefficiens,qualibact-v1.0,no_of_contigs,,370,77,320,computed,warn,,370,77,360.14,77,360.14,,
Bradyrhizobium diazoefficiens,qualibact-v1.0,longest,,,185639.04,1743347.87,computed,warn,,,185639.04,1743347.87,185639.04,1743347.87,,
Brucella melitensis,qualibact-v1.0,Genome_Size,3200000,3400000,3200000,3400000,computed,info,3200000,3400000,3245859.6,3317103,3245859.6,3308696.33,3274830.54,3316382.14
Brucella melitensis,qualibact-v1.0,GC_Content,57.21,57.29,57.22,57.28,computed,info,57.21,57.29,57.2132,57.2837,57.213236,57.2837,57.213352,57.247893999999995
Brucella melitensis,qualibact-v1.0,Total_Coding_Sequences,3000,3300,3000,3200,computed,info,3000,3300,3068,3252,3068,3169.985,3212.14,3252
Brucella melitensis,qualibact-v1.0,Completeness_Specific,95,,99,100,computed,info,95,,95.6,100,99.99,100,95.9078,98.56
Brucella melitensis,qualibact-v1.0,Contamination,,1,0.06,1,computed,info,,1,0.06,0.89,0.06,0.66,0.34,0.8444000000000006
Brucella melitensis,qualibact-v1.0,N50,83000,,122000,531416,computed,info,83000,,83581.2,531416,83581.195,531416,,
Brucella melitensis,qualibact-v1.0,no_of_contigs,,80,21,70,computed,info,,80,21,79,21,79,,
Brucella melitensis,qualibact-v1.0,longest,,,230908.08,1101508.13,computed,info,,,230908.08,1101508.13,230908.085,1101508.1300000001,,
Burkholderia cenocepacia,qualibact-v1.0,Genome_Size,6600000,8800000,7400000,8400000,computed,warn,6600000,8800000,6654975.55,8731481,6654975.55,8696069.68,7104685.4,8676171.44
Burkholderia cenocepacia,qualibact-v1.0,GC_Content,66.38,67.55,66.62,67.49,computed,warn,66.38,67.55,66.3876,67.5417,66.387591,67.54168800000001,66.553008,67.3831
Burkholderia cenocepacia,qualibact-v1.0,Total_Coding_Sequences,6100,8200,6600,7800,computed,warn,6100,8200,6102.39,8115,6102.39,8005.785,6512.12,8065.08
Burkholderia cenocepacia,qualibact-v1.0,Completeness_Specific,92,,100,100,computed,warn,92,,92.44,100,99.99,100,92.5252,99.3064
Burkholderia cenocepacia,qualibact-v1.0,Contamination,,5,0,3,computed,warn,,5,0,4.88,0,2.3618999999999994,0.6796,4.773199999999999
Burkholderia cenocepacia,qualibact-v1.0,N50,23000,,33000,405057,computed,warn,23000,,23141.74,405057,23141.74,405057,,
Burkholderia cenocepacia,qualibact-v1.0,no_of_contigs,,730,71.62,550,computed,warn,,730,71.62,726.19,71.62,726.1899999999999,,
Burkholderia cenocepacia,qualibact-v1.0,longest,,,94233.9,1069487.88,computed,warn,,,94233.9,1069487.88,94233.905,1069487.88,,
Burkholderia cepacia,qualibact-v1.0,Genome_Size,6400000,9500000,7300000,9400000,computed,warn,6400000,9500000,6467321,9452125.95,7095302.07,9452125.95,6576078.625,8943021.25
Burkholderia cepacia,qualibact-v1.0,GC_Content,65.86,67.03,65.91,66.96,computed,warn,65.86,67.03,65.8623,67.0285,65.862349,67.028533,66.38876250000001,66.8985
Burkholderia cepacia,qualibact-v1.0,Total_Coding_Sequences,5900,8800,6600,8700,computed,warn,5900,8800,5979,8770.19,6433.89,8770.19,6063,8183.875
Burkholderia cepacia,qualibact-v1.0,Completeness_Specific,94,,100,100,computed,warn,94,,94.42,100,99.99,100,94.7125,99.97
Burkholderia cepacia,qualibact-v1.0,Contamination,,5,0,2,computed,warn,,5,0,4.35,0,1.9772999999999998,0.6900000000000001,4.2225
Burkholderia cepacia,qualibact-v1.0,N50,78000,,94000,664593.86,computed,warn,78000,,78993.84,664593.86,78993.84,664593.86,,
Burkholderia cepacia,qualibact-v1.0,no_of_contigs,,350,51.08,250,computed,warn,,350,51.08,347.62,51.08,347.61999999999904,,
Burkholderia cepacia,qualibact-v1.0,longest,,,253743.81,1616765.07,computed,warn,,,253743.81,1616765.07,253743.81,1616765.07,,
Burkholderia contaminans,qualibact-v1.0,Genome_Size,7000000,9900000,7300000,9400000,computed,warn,7000000,9900000,7026270,9832642.07,7053374.78,9832642.069999998,7090835.49,9419683.69
Burkholderia contaminans,qualibact-v1.0,GC_Content,65.75,72.02,65.79,69.97,computed,warn,65.75,72.02,65.7592,72.0124,65.759207,72.012416,65.811145,66.82830100000001
Burkholderia contaminans,qualibact-v1.0,Total_Coding_Sequences,6300,9100,6600,8700,computed,warn,6300,9100,6377.03,9028.39,6377.03,9028.389999999998,6502.98,8709.07
Burkholderia contaminans,qualibact-v1.0,Completeness_Specific,93,,99,100,computed,warn,93,,93.76,100,99.9389,100,93.7842,100
Burkholderia contaminans,qualibact-v1.0,Contamination,,3,0,3,computed,warn,,3,0,2.62,0,2.623499999999997,0.09,0.56
Burkholderia contaminans,qualibact-v1.0,N50,27000,,34000,634732.2,computed,warn,27000,,27782.91,634732.2,27782.91,634732.1999999996,,
Burkholderia contaminans,qualibact-v1.0,no_of_contigs,,630,50.87,520,computed,warn,,630,50.87,628.19,50.87,628.1899999999998,,
Burkholderia contaminans,qualibact-v1.0,longest,,,109629.02,1780049.38,computed,warn,,,109629.02,1780049.38,109629.02,1780049.3799999973,,
Burkholderia dolosa,qualibact-v1.0,Genome_Size,6100000,6600000,6200000,6400000,computed,info,6100000,6600000,6195642,6506221,6258785.78,6360157.58,6200978.325,6503851.875
Burkholderia dolosa,qualibact-v1.0,GC_Content,66.93,67.12,67.02,67.12,computed,info,66.93,67.12,66.9313,67.1125,67.00557,67.11250199999999,66.932925,67.0080975
Burkholderia dolosa,qualibact-v1.0,Total_Coding_Sequences,5500,6100,5500,6100,computed,info,5500,6100,5563.98,6073.08,5563.98,6073.08,5647.175,5882.2
Burkholderia dolosa,qualibact-v1.0,Completeness_Specific,100,,100,100,computed,info,100,,100,100,100,100,100,100
Burkholderia dolosa,qualibact-v1.0,Contamination,,3,0.14,2,computed,info,,3,0.14,2.11,0.48,2.1102,0.14,0.14
Burkholderia dolosa,qualibact-v1.0,N50,19000,,23000,225676,computed,info,19000,,19400.04,225676,19400.04,225676,,
Burkholderia dolosa,qualibact-v1.0,no_of_contigs,,700,76.96,610,computed,info,,700,76.96,698.54,76.96,698.5399999999995,,
Burkholderia dolosa,qualibact-v1.0,longest,,,90383.74,581183,computed,info,,,90383.74,581183,90383.74,581183,,
Burkholderia gladioli,qualibact-v1.0,Genome_Size,7600000,9100000,7800000,8700000,computed,warn,7600000,9100000,7699784.33,9052299,7699784.33,8774562.98,8050350.86,9032429.8
Burkholderia gladioli,qualibact-v1.0,GC_Content,67.39,68.31,67.8,68.3,computed,warn,67.39,68.31,67.3975,68.3084,67.7128305,68.3083585,67.410682,68.258926
Burkholderia gladioli,qualibact-v1.0,Total_Coding_Sequences,6600,8100,6700,7600,computed,warn,6600,8100,6666.84,8037,6666.835,7615.62,6960.37,8024.39
Burkholderia gladioli,qualibact-v1.0,Completeness_Specific,91,,100,100,computed,warn,91,,91.1,100,100,100,91.4887,100
Burkholderia gladioli,qualibact-v1.0,Contamination,,5,1.08,4,computed,warn,,5,1.08,4.18,1.0814,4.178249999999996,1.9626,2.9932000000000003
Burkholderia gladioli,qualibact-v1.0,N50,58000,,75000,450869.71,computed,warn,58000,,58206.06,450869.71,58206.055,450869.7099999993,,
Burkholderia gladioli,qualibact-v1.0,no_of_contigs,,390,63.38,300,computed,warn,,390,63.38,388.5,63.38,388.50499999999806,,
Burkholderia gladioli,qualibact-v1.0,longest,,,203484.11,1209208.09,computed,warn,,,203484.11,1209208.09,203484.11,1209208.0899999999,,
Burkholderia mallei,qualibact-v1.0,Genome_Size,5200000,7400000,6900000,7400000,computed,info,5200000,7400000,5232401,7396386.17,6927613.305,7396386.169999999,5262450.37,5906639.32
Burkholderia mallei,qualibact-v1.0,GC_Content,67.89,68.52,67.95,68.31,computed,info,67.89,68.52,67.8935,68.5138,67.893474,68.328139,68.355907,68.511641
Burkholderia mallei,qualibact-v1.0,Total_Coding_Sequences,4700,6400,5800,6300,computed,info,4700,6400,4755,6391.69,5797.435,6391.694999999999,4789.17,5358.24
Burkholderia mallei,qualibact-v1.0,Completeness_Specific,94,,100,100,computed,info,94,,94.02,100,100,100,94.15429999999999,98.09
Burkholderia mallei,qualibact-v1.0,Contamination,,6,0.53,3,computed,info,,6,0.53,5.37,0.5343500000000001,3.22,0.71,5.3513
Burkholderia mallei,qualibact-v1.0,N50,26000,,36000,244486.26,computed,info,26000,,26154.85,244486.26,26154.85,244486.25999999943,,
Burkholderia mallei,qualibact-v1.0,no_of_contigs,,620,128.44,480,computed,info,,620,128.44,616.56,128.435,616.5649999999996,,
Burkholderia mallei,qualibact-v1.0,longest,,,108972.44,828259.16,computed,info,,,108972.44,828259.16,108972.435,828259.1649999979,,
Burkholderia multivorans,qualibact-v1.0,Genome_Size,6000000,7300000,6100000,6900000,computed,info,6000000,7300000,6062703.65,7281867,6062703.65,7062494.65,6220055.925,7212237.464999999
Burkholderia multivorans,qualibact-v1.0,GC_Content,66.54,67.47,66.77,67.45,computed,info,66.54,67.47,66.5427,67.4687,66.54269500000001,67.468735,66.619795,67.2988165
Burkholderia multivorans,qualibact-v1.0,Total_Coding_Sequences,5300,6700,5500,6500,computed,info,5300,6700,5371.95,6695,5371.95,6618.950000000001,5678.63,6647.825
Burkholderia multivorans,qualibact-v1.0,Completeness_Specific,96,,99,100,computed,info,96,,96.62,100,99.9465,100,96.7883,99.33
Burkholderia multivorans,qualibact-v1.0,Contamination,,4,0,1,computed,info,,4,0,3.54,0,0.7850000000000023,0.49019999999999997,3.448199999999999
Burkholderia multivorans,qualibact-v1.0,N50,22000,,31000,637145.45,computed,info,22000,,22984.45,637145.45,22984.45,637145.45,,
Burkholderia multivorans,qualibact-v1.0,no_of_contigs,,710,42.25,620,computed,info,,710,42.25,703.35,42.25,703.35,,
Burkholderia multivorans,qualibact-v1.0,longest,,,106995.05,1406411,computed,info,,,106995.05,1406411,106995.05,1406411.0000000016,,
Burkholderia orbicola,qualibact-v1.0,Genome_Size,6400000,8100000,6700000,8000000,computed,warn,6400000,8100000,6428668.4,8075815.2,6428668.4,8075815.2,7971389,7971389
Burkholderia orbicola,qualibact-v1.0,GC_Content,66.48,67.19,66.58,67.14,computed,warn,66.48,67.19,66.4849,67.1832,66.48488,67.18322,66.5951,66.5951
Burkholderia orbicola,qualibact-v1.0,Total_Coding_Sequences,5700,8100,6200,7900,computed,warn,5700,8100,5784.8,8027.6,5784.8,8027.6,7287,7287
Burkholderia orbicola,qualibact-v1.0,Completeness_Specific,99,,99,100,computed,warn,99,,99.75,100,99.754,100,100,100
Burkholderia orbicola,qualibact-v1.0,Contamination,,3,0.01,3,computed,warn,,3,0.01,2.79,0.01,2.792000000000001,,
Burkholderia orbicola,qualibact-v1.0,N50,8000,,10000,1039725.2,computed,warn,8000,,8215.4,1039725.2,8215.4,1039725.2000000005,,
Burkholderia orbicola,qualibact-v1.0,no_of_contigs,,1800,18,1520,computed,warn,,1800,18,1794.6,18,1794.6000000000013,,
Burkholderia orbicola,qualibact-v1.0,longest,,,67952.2,2087166.4,computed,warn,,,67952.2,2087166.4,67952.2,2087166.4000000006,,
Burkholderia seminalis,REFSEQ-QC-v1,Genome_Size,7600000,8000000,7600000,8000000,computed,error,7600000,8000000,7615815,7983246,7615815,7983246,7648944,8022336
Burkholderia seminalis,REFSEQ-QC-v1,GC_Content,67.07,67.35,67.07,67.35,computed,error,67.07,67.35,67.0755,67.3458,67.07548533516317,67.34580586582,67.0304,67.2978
Burkholderia seminalis,REFSEQ-QC-v1,Total_Coding_Sequences,6800,7200,6800,7200,computed,error,6800,7200,6826,7153,6826,7153,6819.28,7290.565
Burkholderia seminalis,REFSEQ-QC-v1,Completeness_Specific,100,,100,100,computed,error,100,,100,100,100,100,99.83,99.89
Burkholderia seminalis,REFSEQ-QC-v1,Contamination,,1,0.01,1,computed,error,,1,0.01,0.02,0.01,0.02,0.03,0.03
Burkholderia seminalis,REFSEQ-QC-v1,N50,403000,,403000,558339,computed,error,403000,,403602,558339,403602,558339,,
Burkholderia seminalis,REFSEQ-QC-v1,no_of_contigs,,50,34,50,computed,error,,50,34,48,34,48,,
Burkholderia seminalis,REFSEQ-QC-v1,longest,,,662914,896441,computed,error,,,662914,896441,662914,896441,,
Burkholderia stagnalis,qualibact-v1.0,Genome_Size,7400000,8200000,7500000,8100000,computed,error,7400000,8200000,7451221.2,8179586,7451221.2,8179586,7584414.74,7704747.26
Burkholderia stagnalis,qualibact-v1.0,GC_Content,67.21,67.76,67.33,67.75,computed,error,67.21,67.76,67.2172,67.7591,67.217176,67.75906,67.63001000000001,67.65178999999999
Burkholderia stagnalis,qualibact-v1.0,Total_Coding_Sequences,6600,7300,6600,7200,computed,error,6600,7300,6647.44,7298.08,6647.44,7298.08,6852.43,6937.57
Burkholderia stagnalis,qualibact-v1.0,Completeness_Specific,99,,99,100,computed,error,99,,99.89,100,99.99,100,99.89,99.89
Burkholderia stagnalis,qualibact-v1.0,Contamination,,2,0.11,2,computed,error,,2,0.11,1.35,0.11,1.3456000000000001,0.64065,0.76935
Burkholderia stagnalis,qualibact-v1.0,N50,129000,,153000,356798.72,computed,error,129000,,129110.56,356798.72,129110.56,356798.7200000001,,
Burkholderia stagnalis,qualibact-v1.0,no_of_contigs,,240,87.64,220,computed,error,,240,87.64,231,87.64,231.00000000000006,,
Burkholderia stagnalis,qualibact-v1.0,longest,,,360558.44,1038485.24,computed,error,,,360558.44,1038485.24,360558.44,1038485.2400000002,,
Burkholderia ubonensis,qualibact-v1.0,Genome_Size,6300000,8300000,7000000,8100000,computed,warn,6300000,8300000,6383779.16,8219642.28,6383779.16,8219642.279999998,6699971.78,8026744.17
Burkholderia ubonensis,qualibact-v1.0,GC_Content,66.78,67.55,66.84,67.52,computed,warn,66.78,67.55,66.7805,67.5465,66.780548,67.546532,66.793732,67.35869100000001
Burkholderia ubonensis,qualibact-v1.0,Total_Coding_Sequences,5700,7600,6200,7400,computed,warn,5700,7600,5773.2,7543.4,5773.2,7543.399999999999,6053.77,7287.66
Burkholderia ubonensis,qualibact-v1.0,Completeness_Specific,98,,99,100,computed,warn,98,,98.14,100,99.99,100,98.1799,100
Burkholderia ubonensis,qualibact-v1.0,Contamination,,3,0.04,2,computed,warn,,3,0.04,2.64,0.0372,2.1087999999999987,0.585,2.6136
Burkholderia ubonensis,qualibact-v1.0,N50,97000,,128000,358671.32,computed,warn,97000,,97319.6,358671.32,97319.6,358671.3199999999,,
Burkholderia ubonensis,qualibact-v1.0,no_of_contigs,,330,68.72,260,computed,warn,,330,68.72,326.56,68.72,326.55999999999995,,
Burkholderia ubonensis,qualibact-v1.0,longest,,,313090.52,929939.84,computed,warn,,,313090.52,929939.84,313090.52,929939.84,,
Burkholderia vietnamiensis,qualibact-v1.0,Genome_Size,6100000,7700000,6200000,7600000,computed,warn,6100000,7700000,6194601.2,7659722.8,6194601.2,7659722.8,6613025.3,7083730.75
Burkholderia vietnamiensis,qualibact-v1.0,GC_Content,66.28,67.44,66.4,67.35,computed,warn,66.28,67.44,66.2883,67.4397,66.28827,67.43974,66.76845,67.23052
Burkholderia vietnamiensis,qualibact-v1.0,Total_Coding_Sequences,5500,7100,5600,7000,computed,warn,5500,7100,5576,7060.6,5576,7060.6,5909,6421.2
Burkholderia vietnamiensis,qualibact-v1.0,Completeness_Specific,98,,100,100,computed,warn,98,,98.62,100,100,100,98.6465,100
Burkholderia vietnamiensis,qualibact-v1.0,Contamination,,3,0,2,computed,warn,,3,0,2.07,0,2.071999999999999,0.09,0.43
Burkholderia vietnamiensis,qualibact-v1.0,N50,52000,,66000,292460.7,computed,warn,52000,,52965,292460.7,52965,292460.6999999999,,
Burkholderia vietnamiensis,qualibact-v1.0,no_of_contigs,,350,82.7,280,computed,warn,,350,82.7,348.8,82.7,348.7999999999997,,
Burkholderia vietnamiensis,qualibact-v1.0,longest,,,180911.6,871756.2,computed,warn,,,180911.6,871756.2,180911.6,871756.1999999995,,
Campylobacter coli,qualibact-v1.0,Genome_Size,1600000,2200000,1600000,1900000,computed,warn,1600000,2200000,1635329.25,2127266,1635329.25,1926082.5,1664488.365,2084793.1150000002
Campylobacter coli,qualibact-v1.0,GC_Content,30.66,31.51,30.96,31.43,computed,warn,30.66,31.51,30.6691,31.5028,30.907645,31.47281,30.7418545,31.4993875
Campylobacter coli,qualibact-v1.0,Total_Coding_Sequences,1600,2400,1600,2100,computed,warn,1600,2400,1680,2301,1680,2106,1722.55,2248.675
Campylobacter coli,qualibact-v1.0,Completeness_Specific,94,,99,100,computed,warn,94,,94.78,100,99.93,100,95.3078,99.14815
Campylobacter coli,qualibact-v1.0,Contamination,,13,0,1,computed,warn,,13,0,12.51,0,0.27,0.05,12.257699999999998
Campylobacter coli,qualibact-v1.0,N50,25000,,37000,285528.75,computed,warn,25000,,25982.7,285528.75,25982.7,285528.74999999994,,
Campylobacter coli,qualibact-v1.0,no_of_contigs,,180,14,140,computed,warn,,180,14,171,14,171,,
Campylobacter coli,qualibact-v1.0,longest,,,76704.8,600036.6,computed,warn,,,76704.8,600036.6,76704.8,600036.6,,
Campylobacter coli,qualibact-v1.1,Genome_Size,1600000,2200000,1600000,1800000,computed,warn,1600000,2200000,1635530.88,2127266,1635530.875,1818666.32,1664488.365,2084793.1150000002
Campylobacter coli,qualibact-v1.1,GC_Content,30,32,31,31,computed,warn,30,32,30.6691,31.5028,31,31,30.7418545,31.4993875
Campylobacter coli,qualibact-v1.1,Total_Coding_Sequences,1600,2400,1600,2000,computed,warn,1600,2400,1667.82,2301,1667.82,1929.515,1722.55,2248.675
Campylobacter coli,qualibact-v1.1,Completeness_Specific,94,,99,99.99,computed,warn,94,,94.78,99.99,99.91485,99.99,95.3078,99.14815
Campylobacter coli,qualibact-v1.1,Contamination,,13,0.01,1,computed,warn,,13,0.01,12.51,0.01,0.21150000000000008,0.05,12.257699999999998
Campylobacter coli,qualibact-v1.1,N50,31000,,32000,260968.54,computed,warn,31000,,31173.16,260968.54,31173.165,260968.54,,
Campylobacter coli,qualibact-v1.1,no_of_contigs,,120,20,110,computed,warn,,120,20,114.64,20,114.635,,
Campylobacter coli,qualibact-v1.1,longest,,,92578.17,399269.33,computed,warn,,,92578.17,399269.33,92578.17,399269.33,,
Campylobacter concheus,qualibact-v1.0,Genome_Size,1400000,1700000,1400000,1700000,computed,warn,1400000,1700000,1446015.95,1632002.74,1446015.95,1632002.7400000002,,
Campylobacter concheus,qualibact-v1.0,GC_Content,29.34,29.94,29.39,29.89,computed,warn,29.34,29.94,29.34,29.94,29.335075,29.936533,,
Campylobacter concheus,qualibact-v1.0,Total_Coding_Sequences,1400,1800,1400,1700,computed,warn,1400,1800,1477.65,1713.63,1477.65,1713.6300000000008,,
Campylobacter concheus,qualibact-v1.0,Completeness_Specific,99,,100,100,computed,warn,99,,99.99,100,99.99,100,,
Campylobacter concheus,qualibact-v1.0,Contamination,,1,0.01,1,computed,warn,,1,0.01,0.14,0.0073,0.1427000000000001,,
Campylobacter concheus,qualibact-v1.0,N50,38000,,56000,210671.2,computed,warn,38000,,38043.92,210671.2,38043.92,210671.2000000001,,
Campylobacter concheus,qualibact-v1.0,no_of_contigs,,110,20.73,100,computed,warn,,110,20.73,108.81,20.73,108.81000000000003,,
Campylobacter concheus,qualibact-v1.0,longest,,,113558.85,426845.05,computed,warn,,,113558.85,426845.05,113558.85,426845.05000000005,,
Campylobacter fetus,qualibact-v1.0,Genome_Size,1700000,2200000,1700000,2000000,computed,info,1700000,2200000,1724635.58,2188312,1724635.58,1978578.3399999999,1763779.495,2174773.785
Campylobacter fetus,qualibact-v1.0,GC_Content,32.99,33.46,33.01,33.27,computed,info,32.99,33.46,32.9968,33.4564,32.996834,33.279579,33.0592195,33.438173500000005
Campylobacter fetus,qualibact-v1.0,Total_Coding_Sequences,1700,2400,1700,2100,computed,info,1700,2400,1729.59,2357,1729.59,2111.41,1793.435,2356.855
Campylobacter fetus,qualibact-v1.0,Completeness_Specific,91,,99,99.99,computed,info,91,,91.72,99.99,99.92,99.99,91.72145,98.14375000000001
Campylobacter fetus,qualibact-v1.0,Contamination,,8,0.05,2,computed,info,,8,0.05,7.03,0.05,1.9,0.05,6.9691
Campylobacter fetus,qualibact-v1.0,N50,59000,,82000,319144.82,computed,info,59000,,59666.8,319144.82,59666.8,319144.82,,
Campylobacter fetus,qualibact-v1.0,no_of_contigs,,120,26,110,computed,info,,120,26,117.41,26,117.40999999999997,,
Campylobacter fetus,qualibact-v1.0,longest,,,156291.18,727180.05,computed,info,,,156291.18,727180.05,156291.18,727180.0499999999,,
Campylobacter fetus,qualibact-v1.1,Genome_Size,1700000,2200000,1700000,2000000,computed,info,1700000,2200000,1724635.58,2188312,1724635.58,1978578.3399999999,1763779.495,2174773.785
Campylobacter fetus,qualibact-v1.1,GC_Content,32,33.46,33.01,33.27,pinned,info,32,33.46,32.9968,33.4564,32.996834,33.279579,33.0592195,33.438173500000005
Campylobacter fetus,qualibact-v1.1,Total_Coding_Sequences,1700,2400,1700,2100,computed,info,1700,2400,1729.59,2357,1729.59,2111.41,1793.435,2356.855
Campylobacter fetus,qualibact-v1.1,Completeness_Specific,91,,99,99.99,computed,info,91,,91.72,99.99,99.92,99.99,91.72145,98.14375000000001
Campylobacter fetus,qualibact-v1.1,Contamination,,8,0.05,2,computed,info,,8,0.05,7.03,0.05,1.9,0.05,6.9691
Campylobacter fetus,qualibact-v1.1,N50,59000,,82000,319144.82,computed,info,59000,,59666.8,319144.82,59666.8,319144.82,,
Campylobacter fetus,qualibact-v1.1,no_of_contigs,,120,26,110,computed,info,,120,26,117.41,26,117.40999999999997,,
Campylobacter fetus,qualibact-v1.1,longest,,,156291.18,727180.05,computed,info,,,156291.18,727180.05,156291.18,727180.0499999999,,
Campylobacter hyointestinalis,qualibact-v1.0,Genome_Size,1600000,2000000,1600000,1900000,computed,warn,1600000,2000000,1688797.96,1907711.6,1688797.96,1907711.5999999999,1753279.575,1806919.775
Campylobacter hyointestinalis,qualibact-v1.0,GC_Content,33.32,34.44,33.81,34.42,computed,warn,33.32,34.44,33.3212,34.4386,33.77872,34.43858,33.326882499999996,34.2596875
Campylobacter hyointestinalis,qualibact-v1.0,Total_Coding_Sequences,1700,2100,1700,2100,computed,warn,1700,2100,1726.8,2071.04,1726.8,2071.04,1835.35,1892.475
Campylobacter hyointestinalis,qualibact-v1.0,Completeness_Specific,99,,99,99.99,computed,warn,99,,99.21,99.99,99.94,99.9944,99.21,99.58525
Campylobacter hyointestinalis,qualibact-v1.0,Contamination,,2,0.03,1,computed,warn,,2,0.03,1.08,0.0256,0.6027999999999998,0.41474999999999995,1.08
Campylobacter hyointestinalis,qualibact-v1.0,N50,49000,,56000,553976.28,computed,warn,49000,,49154.68,553976.28,49154.68,553976.2799999999,,
Campylobacter hyointestinalis,qualibact-v1.0,no_of_contigs,,90,10.12,80,computed,warn,,90,10.12,88.32,10.120000000000001,88.32,,
Campylobacter hyointestinalis,qualibact-v1.0,longest,,,106341.36,694479.4,computed,warn,,,106341.36,694479.4,106341.36,694479.4,,
Campylobacter jejuni,qualibact-v1.0,Genome_Size,1500000,2000000,1500000,1900000,computed,warn,1500000,2000000,1567232,1943896,1586698.55,1856845.8999999994,1603827.01,1909256.51
Campylobacter jejuni,qualibact-v1.0,GC_Content,30.06,30.85,30.13,30.53,computed,warn,30.06,30.85,30.0659,30.8493,30.065894999999998,30.5765,30.109175,30.650596
Campylobacter jejuni,qualibact-v1.0,Total_Coding_Sequences,1600,2200,1600,2000,computed,warn,1600,2200,1618,2109,1618,2034,1653,2035.3300000000002
Campylobacter jejuni,qualibact-v1.0,Completeness_Specific,95,,99,100,computed,warn,95,,95.69,100,99.97,100,96.671,99.81
Campylobacter jejuni,qualibact-v1.0,Contamination,,10,0.01,1,computed,warn,,10,0.01,9.65,0.01,0.3,0.16,1.125
Campylobacter jejuni,qualibact-v1.0,N50,23000,,35000,334680.03,computed,warn,23000,,23578.98,334680.03,23578.975,334680.025,,
Campylobacter jejuni,qualibact-v1.0,no_of_contigs,,160,13,130,computed,warn,,160,13,157.02,13,157.02499999999418,,
Campylobacter jejuni,qualibact-v1.0,longest,,,73025.2,632016.67,computed,warn,,,73025.2,632016.67,73025.2,632016.6749999998,,
Campylobacter jejuni,qualibact-v1.1,Genome_Size,1500000,2100000,1600000,1900000,pinned,info,1500000,2100000,1567232,1943896,1596720.285,1840734.135,1603827.01,1909256.51
Campylobacter jejuni,qualibact-v1.1,GC_Content,30,31,30,31,computed,info,30,31,30,31,30,31,30.109175,30.650596
Campylobacter jejuni,qualibact-v1.1,Total_Coding_Sequences,1600,2200,1600,2000,computed,info,1600,2200,1625.8,2109,1625.795,1993.145,1653,2035.3300000000002
Campylobacter jejuni,qualibact-v1.1,Completeness_Specific,95,,99,100,computed,info,95,,95.69,100,99.9153,100,96.671,99.81
Campylobacter jejuni,qualibact-v1.1,Contamination,,10,0.01,4,computed,info,,10,0.01,9.65,0.01,6.646450000000015,0.16,1.125
Campylobacter jejuni,qualibact-v1.1,N50,36000,,46000,284509.93,computed,info,36000,,36062.72,284509.93,36062.72,284509.93000000046,,
Campylobacter jejuni,qualibact-v1.1,no_of_contigs,,120,20,100,computed,info,,120,20,114.41,20,114.41000000000008,,
Campylobacter jejuni,qualibact-v1.1,longest,,,90020.42,559339.73,computed,info,,,90020.42,559339.73,90020.42,559339.73,,
Campylobacter lari,qualibact-v1.0,Genome_Size,1400000,1800000,1400000,1700000,computed,warn,1400000,1800000,1435345.02,1791508,1435345.015,1670606.5250000001,1489700.81,1762456.83
Campylobacter lari,qualibact-v1.0,GC_Content,29.26,30.01,29.3,29.85,computed,warn,29.26,30.01,29.2606,30.0073,29.260626499999997,29.9039085,29.409892499999998,29.996913
