species,scheme,metric,FINAL_lower,FINAL_upper,WARN_lower,WARN_upper,source,engine_severity,lower,upper,ml_lower,ml_upper,auto_lower,auto_upper,refseq_lower,refseq_upper
Campylobacter lari,qualibact-v1.0,Total_Coding_Sequences,1400,1900,1400,1800,computed,warn,1400,1900,1462.83,1809,1462.83,1746.255,1541.47,1788.085
Campylobacter lari,qualibact-v1.0,Completeness_Specific,95,,99,100,computed,warn,95,,95.36,100,99.99,100,95.9334,98.94
Campylobacter lari,qualibact-v1.0,Contamination,,3,0,1,computed,warn,,3,0,2.38,0,0.22085000000000038,0.1312,2.34
Campylobacter lari,qualibact-v1.0,N50,31000,,46000,281333.26,computed,warn,31000,,31669.8,281333.26,31669.8,281333.26,,
Campylobacter lari,qualibact-v1.0,no_of_contigs,,130,15,110,computed,warn,,130,15,126.09,15,126.08500000000004,,
Campylobacter lari,qualibact-v1.0,longest,,,90335.02,558580.16,computed,warn,,,90335.02,558580.16,90335.02,558580.1550000007,,
Campylobacter upsaliensis,qualibact-v1.0,Genome_Size,1500000,1900000,1500000,1800000,computed,info,1500000,1900000,1560990.08,1819130.32,1560990.08,1819130.32,1629163,1671337
Campylobacter upsaliensis,qualibact-v1.0,GC_Content,34.12,35.11,34.27,35.08,computed,info,34.12,35.11,34.128,35.1084,34.127995999999996,35.102732,35.025616,35.107984
Campylobacter upsaliensis,qualibact-v1.0,Total_Coding_Sequences,1600,2000,1600,2000,computed,info,1600,2000,1612.04,1984.96,1612.04,1984.96,1699.13,1724.87
Campylobacter upsaliensis,qualibact-v1.0,Completeness_Specific,98,,99,100,computed,info,98,,98.19,100,99.98,100,98.19415,99.01585
Campylobacter upsaliensis,qualibact-v1.0,Contamination,,1,0.03,1,computed,info,,1,0.03,0.99,0.03,0.9896000000000004,0.23095000000000002,0.41905
Campylobacter upsaliensis,qualibact-v1.0,N50,26000,,35000,193021.8,computed,info,26000,,26936.56,193021.8,26936.56,193021.80000000002,,
Campylobacter upsaliensis,qualibact-v1.0,no_of_contigs,,180,32,140,computed,info,,180,32,172.92,32,172.92000000000007,,
Campylobacter upsaliensis,qualibact-v1.0,longest,,,81083.36,371761.56,computed,info,,,81083.36,371761.56,81083.36,371761.56000000023,,
Candida auris,REFSEQ-QC-v1,Genome_Size,12000000,12400000,12000000,12400000,computed,error,12000000,12400000,12037629,12374235,12038417.22,12371245.1,12071378.88,12526836.7
Candida auris,REFSEQ-QC-v1,GC_Content,45.14,45.33,45.15,45.32,computed,error,45.14,45.33,45.1499,45.3203,45.15074045189098,45.32034416058017,45.195145000000004,45.3289
Candida auris,REFSEQ-QC-v1,Total_Coding_Sequences,10300,12000,10400,11500,computed,error,10300,12000,10359,11929,10367.12,11815.03,4910.14,5672.87
Candida auris,REFSEQ-QC-v1,Completeness_Specific,100,,100,100,computed,error,100,,100,100,100,100,,
Candida auris,REFSEQ-QC-v1,Contamination,,93,77.7,92,computed,error,,93,77.7,92.17,78.9528,91.92060000000001,,
Candida auris,REFSEQ-QC-v1,N50,435000,,449000,1330311,computed,error,435000,,435929,1330311,437414.67,1330269.82,,
Candida auris,REFSEQ-QC-v1,no_of_contigs,,110,25,100,computed,error,,110,25,101,25.29,100.71000000000001,,
Candida auris,REFSEQ-QC-v1,longest,,,825256,3253709,computed,error,,,825256,3253709,825461.03,2977441.080000001,,
Caulobacter vibrioides,qualibact-v1.0,Genome_Size,3900000,4200000,3900000,4100000,computed,warn,3900000,4200000,3961380.78,4144051,3961380.775,4036686.25,4017639.125,4143814.19
Caulobacter vibrioides,qualibact-v1.0,GC_Content,67.04,67.25,67.1,67.22,computed,warn,67.04,67.25,67.0425,67.2404,67.04253750000001,67.2291625,67.1278565,67.23974199999999
Caulobacter vibrioides,qualibact-v1.0,Total_Coding_Sequences,3600,4300,3600,4300,computed,warn,3600,4300,3670.15,4260.92,3670.15,4260.925,3997.245,4123.055
Caulobacter vibrioides,qualibact-v1.0,Completeness_Specific,88,,99,100,computed,warn,88,,88.98,100,99.49374999999999,100,89.1641,99.42895
Caulobacter vibrioides,qualibact-v1.0,Contamination,,6,0,3,computed,warn,,6,0,5.86,0,3.2835000000000023,1.54,5.8222000000000005
Caulobacter vibrioides,qualibact-v1.0,N50,6000,,7000,308472,computed,warn,6000,,6753.85,308472,6753.85,308472,,
Caulobacter vibrioides,qualibact-v1.0,no_of_contigs,,1000,43,910,computed,warn,,1000,43,996.3,43,996.3000000000004,,
Caulobacter vibrioides,qualibact-v1.0,longest,,,27316.55,456848,computed,warn,,,27316.55,456848,27316.55,456848,,
Chlamydia trachomatis,qualibact-v1.0,Genome_Size,1000000,1300000,1000000,1200000,computed,warn,1000000,1300000,1020151.88,1275137.8,1020151.88,1275137.7999999998,1033299.65,1083861.635
Chlamydia trachomatis,qualibact-v1.0,GC_Content,41.13,42.11,41.17,41.91,computed,warn,41.13,42.11,41.1378,42.1003,41.137819,42.10031,41.251746499999996,41.5182225
Chlamydia trachomatis,qualibact-v1.0,Total_Coding_Sequences,900,1200,900,1100,computed,warn,900,1200,904,1139.62,904,1139.62,936.845,982.385
Chlamydia trachomatis,qualibact-v1.0,Completeness_Specific,90,,94,99.93,computed,warn,90,,90.15,99.93,90.1518,99.93,92.94455,99.02
Chlamydia trachomatis,qualibact-v1.0,Contamination,,8,0.05,1,computed,warn,,8,0.05,7.15,0.05190000000000001,1.5523999999999978,1.73,7.15
Chlamydia trachomatis,qualibact-v1.0,N50,6000,,11000,1048739.4,computed,warn,6000,,6763.53,1048739.4,6763.53,1048739.4,,
Chlamydia trachomatis,qualibact-v1.0,no_of_contigs,,310,2,250,computed,warn,,310,2,304.81,2,304.80999999999995,,
Chlamydia trachomatis,qualibact-v1.0,longest,,,26964.48,1048739.4,computed,warn,,,26964.48,1048739.4,26964.48,1048739.4,,
Citrobacter amalonaticus,qualibact-v1.0,Genome_Size,4600000,5900000,4700000,5500000,computed,warn,4600000,5900000,4689886.01,5875351,4689886.01,5511708.7,4762953.08,5836134.76
Citrobacter amalonaticus,qualibact-v1.0,GC_Content,52.89,53.89,52.94,53.89,computed,warn,52.89,53.89,52.8963,53.885,52.896319,53.884997999999996,53.115327,53.712689999999995
Citrobacter amalonaticus,qualibact-v1.0,Total_Coding_Sequences,4300,5700,4400,5300,computed,warn,4300,5700,4365.08,5658,4365.08,5355.81,4542.35,5627.2
Citrobacter amalonaticus,qualibact-v1.0,Completeness_Specific,98,,100,100,computed,warn,98,,98.42,100,100,100,98.4312,99.2423
Citrobacter amalonaticus,qualibact-v1.0,Contamination,,4,0,1,computed,warn,,4,0,3.84,0,0.6685000000000014,2.3234999999999997,3.7958999999999996
Citrobacter amalonaticus,qualibact-v1.0,N50,65000,,97000,874116.9,computed,warn,65000,,65606.44,874116.9,65606.44,874116.9,,
Citrobacter amalonaticus,qualibact-v1.0,no_of_contigs,,270,27.02,200,computed,warn,,270,27.02,266.41,27.02,266.41000000000054,,
Citrobacter amalonaticus,qualibact-v1.0,longest,,,188113.09,2400246.93,computed,warn,,,188113.09,2400246.93,188113.09,2400246.93,,
Citrobacter braakii,qualibact-v1.0,Genome_Size,4700000,6200000,4800000,5800000,computed,warn,4700000,6200000,4773279.85,6171839,4773279.85,5834668.200000002,4821418.01,6134817.289999999
Citrobacter braakii,qualibact-v1.0,GC_Content,51.13,52.26,51.68,52.24,computed,warn,51.13,52.26,51.138,52.2516,51.634805,52.251615,51.226558499999996,52.243747500000005
Citrobacter braakii,qualibact-v1.0,Total_Coding_Sequences,4400,6200,4400,5600,computed,warn,4400,6200,4436.25,6161,4436.25,5761.4000000000015,4576.815,6135.415
Citrobacter braakii,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,warn,97,,97.75,100,100,100,97.79514999999999,99.83
Citrobacter braakii,qualibact-v1.0,Contamination,,6,0.04,2,computed,warn,,6,0.04,5.62,0.04,1.4975000000000012,1.8058,5.5684
Citrobacter braakii,qualibact-v1.0,N50,77000,,85000,999411.45,computed,warn,77000,,77052.75,999411.45,77052.75,999411.4500000002,,
Citrobacter braakii,qualibact-v1.0,no_of_contigs,,280,25.65,260,computed,warn,,280,25.65,271.6,25.65,271.60000000000036,,
Citrobacter braakii,qualibact-v1.0,longest,,,215144.25,2255340.9,computed,warn,,,215144.25,2255340.9,215144.25,2255340.9000000022,,
Citrobacter farmeri,qualibact-v1.0,Genome_Size,4900000,6000000,4900000,5900000,computed,warn,4900000,6000000,4928830.2,5952118,4928830.2,5952117.995,4964996.29,5710994.63
Citrobacter farmeri,qualibact-v1.0,GC_Content,52.49,53.41,52.66,53.33,computed,warn,52.49,53.41,52.4964,53.4012,52.496393,53.397115,52.797751500000004,53.397427500000006
Citrobacter farmeri,qualibact-v1.0,Total_Coding_Sequences,4500,5900,4600,5900,computed,warn,4500,5900,4548.29,5894.2,4548.29,5894.204999999999,4743.045,5604.14
Citrobacter farmeri,qualibact-v1.0,Completeness_Specific,98,,100,100,computed,warn,98,,98.36,100,100,100,98.366,99.26655
Citrobacter farmeri,qualibact-v1.0,Contamination,,6,0.01,2,computed,warn,,6,0.01,5.68,0.006450000000000001,1.4906499999999996,2.98945,5.6647
Citrobacter farmeri,qualibact-v1.0,N50,54000,,95000,909898.05,computed,warn,54000,,54012.98,909898.05,54012.985,909898.0549999985,,
Citrobacter farmeri,qualibact-v1.0,no_of_contigs,,290,24.64,260,computed,warn,,290,24.64,285.55,24.645,285.5499999999999,,
Citrobacter farmeri,qualibact-v1.0,longest,,,170568.18,2501589.76,computed,warn,,,170568.18,2501589.76,170568.18,2501589.7649999997,,
Citrobacter freundii,qualibact-v1.0,Genome_Size,4800000,6100000,4900000,5800000,computed,info,4800000,6100000,4809559,6062955,4837813.44,5879250.6049999995,4874414.05,6043141.05
Citrobacter freundii,qualibact-v1.0,GC_Content,51.2,52.05,51.39,51.98,computed,info,51.2,52.05,51.2081,52.0479,51.314041499999995,52.043929999999996,51.2700125,52.020405000000004
Citrobacter freundii,qualibact-v1.0,Total_Coding_Sequences,4500,6200,4600,5800,computed,info,4500,6200,4514,6110,4514,5839,4660.2,6056.375
Citrobacter freundii,qualibact-v1.0,Completeness_Specific,94,,100,100,computed,info,94,,94,100,100,100,94.06824999999999,99.32
Citrobacter freundii,qualibact-v1.0,Contamination,,11,0.01,2,computed,info,,11,0.01,10.02,0.01,1.5442999999999985,0.71,10.0005
Citrobacter freundii,qualibact-v1.0,N50,58000,,81000,730637.26,computed,info,58000,,58755.26,730637.26,58755.26,730637.2599999983,,
Citrobacter freundii,qualibact-v1.0,no_of_contigs,,320,36.28,250,computed,info,,320,36.28,318.72,36.285,318.71999999999935,,
Citrobacter freundii,qualibact-v1.0,longest,,,187442.96,1622426.52,computed,info,,,187442.96,1622426.52,187442.96,1622426.5199999993,,
Citrobacter koseri,qualibact-v1.0,Genome_Size,4500000,5300000,4500000,5000000,computed,warn,4500000,5300000,4538294,5270494,4538294,5082498.125,4581003.975,5245077.7
Citrobacter koseri,qualibact-v1.0,GC_Content,53.23,53.98,53.51,53.94,computed,warn,53.23,53.98,53.2365,53.9702,53.384625,53.970237499999996,53.2536675,53.933234999999996
Citrobacter koseri,qualibact-v1.0,Total_Coding_Sequences,4100,5200,4100,4800,computed,warn,4100,5200,4170.75,5119,4170.75,4799.875,4321.175,5106.225
Citrobacter koseri,qualibact-v1.0,Completeness_Specific,98,,100,100,computed,warn,98,,98.05,100,100,100,98.13925,99.86
Citrobacter koseri,qualibact-v1.0,Contamination,,2,0,1,computed,warn,,2,0,1.47,0,0.56,0.094,1.4612500000000002
Citrobacter koseri,qualibact-v1.0,N50,80000,,135000,2039393.25,computed,warn,80000,,80914.75,2039393.25,80914.75,2039393.25,,
Citrobacter koseri,qualibact-v1.0,no_of_contigs,,180,23,140,computed,warn,,180,23,172.75,23,172.75,,
Citrobacter koseri,qualibact-v1.0,longest,,,265980.75,2447942.62,computed,warn,,,265980.75,2447942.62,265980.75,2447942.625,,
Citrobacter portucalensis,qualibact-v1.0,Genome_Size,4600000,5800000,4700000,5600000,computed,warn,4600000,5800000,4694654,5779133,4728667.44,5716285.239999999,4731355.28,5762174.24
Citrobacter portucalensis,qualibact-v1.0,GC_Content,51.34,52.12,51.54,52.1,computed,warn,51.34,52.12,51.3472,52.1132,51.45986,52.113224,51.361844000000005,52.101756
Citrobacter portucalensis,qualibact-v1.0,Total_Coding_Sequences,4300,5700,4400,5500,computed,warn,4300,5700,4366.52,5669,4366.52,5608.36,4524.92,5663.68
Citrobacter portucalensis,qualibact-v1.0,Completeness_Specific,96,,100,100,computed,warn,96,,96.46,100,100,100,96.8156,99.882
Citrobacter portucalensis,qualibact-v1.0,Contamination,,4,0.01,1,computed,warn,,4,0.01,3.72,0.01,1.1067999999999985,0.18,3.6835999999999998
Citrobacter portucalensis,qualibact-v1.0,N50,59000,,74000,1024522.72,computed,warn,59000,,59764.56,1024522.72,59764.56,1024522.7199999992,,
Citrobacter portucalensis,qualibact-v1.0,no_of_contigs,,360,28,280,computed,warn,,360,28,355.2,28,355.1999999999996,,
Citrobacter portucalensis,qualibact-v1.0,longest,,,176413.6,1981392.36,computed,warn,,,176413.6,1981392.36,176413.6,1981392.3599999987,,
Citrobacter rodentium,qualibact-v1.0,Genome_Size,5100000,5500000,5200000,5300000,computed,warn,5100000,5500000,5188342.28,5444283,5188342.28,5288842.32,5347170.1,5443651.54
Citrobacter rodentium,qualibact-v1.0,GC_Content,54.53,54.73,54.54,54.66,computed,warn,54.53,54.73,54.5338,54.7221,54.533812,54.691272,54.551170000000006,54.721153
Citrobacter rodentium,qualibact-v1.0,Total_Coding_Sequences,4900,5300,4900,5100,computed,warn,4900,5300,4910.28,5227,4910.28,5040.72,5115.69,5226.57
Citrobacter rodentium,qualibact-v1.0,Completeness_Specific,99,,100,100,computed,warn,99,,99.04,100,100,100,99.04010000000001,99.3668
Citrobacter rodentium,qualibact-v1.0,Contamination,,1,0.01,1,computed,warn,,1,0.01,0.21,0.01,0.02,0.21,0.21
Citrobacter rodentium,qualibact-v1.0,N50,58000,,75000,95115,computed,warn,58000,,58268.44,95115,58268.44,95115,,
Citrobacter rodentium,qualibact-v1.0,no_of_contigs,,250,176.28,230,computed,warn,,250,176.28,248.2,176.28,248.2,,
Citrobacter rodentium,qualibact-v1.0,longest,,,236691.4,287296,computed,warn,,,236691.4,287296,236691.4,287296,,
Citrobacter sedlakii,qualibact-v1.0,Genome_Size,4500000,5200000,4500000,5100000,computed,warn,4500000,5200000,4501994.11,5159942.6,4501994.11,5159942.595,4967243,4967243
Citrobacter sedlakii,qualibact-v1.0,GC_Content,54.17,54.86,54.25,54.84,computed,warn,54.17,54.86,54.1792,54.8548,54.1791775,54.854801,54.347,54.347
Citrobacter sedlakii,qualibact-v1.0,Total_Coding_Sequences,4100,5100,4100,4900,computed,warn,4100,5100,4128.48,5026.6,4128.475,5026.605,4771,4771
Citrobacter sedlakii,qualibact-v1.0,Completeness_Specific,98,,100,100,computed,warn,98,,98.81,100,100,100,98.81,98.81
Citrobacter sedlakii,qualibact-v1.0,Contamination,,2,0,1,computed,warn,,2,0,1.44,0,0.10039999999999964,1.44,1.44
Citrobacter sedlakii,qualibact-v1.0,N50,196000,,214000,1037991.99,computed,warn,196000,,196643.33,1037991.99,196643.33,1037991.9899999999,,
Citrobacter sedlakii,qualibact-v1.0,no_of_contigs,,150,29.46,130,computed,warn,,150,29.46,148.08,29.465,148.07999999999993,,
Citrobacter sedlakii,qualibact-v1.0,longest,,,477121.36,1722480.91,computed,warn,,,477121.36,1722480.91,477121.365,1722480.91,,
Citrobacter werkmanii,qualibact-v1.0,Genome_Size,4700000,6000000,4800000,6000000,computed,warn,4700000,6000000,4780187.62,5947354.36,4780187.62,5947354.36,5049685.44,5361170.07
Citrobacter werkmanii,qualibact-v1.0,GC_Content,51.73,52.3,51.8,52.25,computed,warn,51.73,52.3,51.7333,52.2947,51.73327,52.294738,51.811592000000005,52.251788
Citrobacter werkmanii,qualibact-v1.0,Total_Coding_Sequences,4400,6000,4400,5900,computed,warn,4400,6000,4421.06,5915.56,4421.06,5915.56,4808.72,5246.08
Citrobacter werkmanii,qualibact-v1.0,Completeness_Specific,99,,100,100,computed,warn,99,,99.17,100,100,100,99.1772,99.7661
Citrobacter werkmanii,qualibact-v1.0,Contamination,,5,0.05,2,computed,warn,,5,0.05,4.09,0.05,1.3878,1.8348,4.0702
Citrobacter werkmanii,qualibact-v1.0,N50,50000,,107000,2706074.22,computed,warn,50000,,50612.24,2706074.22,50612.24,2706074.22,,
Citrobacter werkmanii,qualibact-v1.0,no_of_contigs,,300,25,260,computed,warn,,300,25,294.06,25,294.06000000000006,,
Citrobacter werkmanii,qualibact-v1.0,longest,,,241020.9,2706074.22,computed,warn,,,241020.9,2706074.22,241020.9,2706074.22,,
Citrobacter youngae,qualibact-v1.0,Genome_Size,4600000,6100000,4600000,5700000,computed,warn,4600000,6100000,4607053.21,6000265,4607053.21,5642295.06,4870944.62,5993831.65
Citrobacter youngae,qualibact-v1.0,GC_Content,51.16,51.97,51.4,51.93,computed,warn,51.16,51.97,51.1635,51.9654,51.3855075,51.965388499999996,51.169356,51.796211
Citrobacter youngae,qualibact-v1.0,Total_Coding_Sequences,4200,6100,4300,5600,computed,warn,4200,6100,4293.5,6032,4293.495,5559.315,4772.33,6023.075
Citrobacter youngae,qualibact-v1.0,Completeness_Specific,96,,100,100,computed,warn,96,,96.05,100,100,100,96.09425,99.3694
Citrobacter youngae,qualibact-v1.0,Contamination,,3,0.05,1,computed,warn,,3,0.05,2.93,0.04685,0.7657499999999999,1.3461500000000002,2.9216
Citrobacter youngae,qualibact-v1.0,N50,122000,,136000,1115083,computed,warn,122000,,122490.7,1115083,122490.695,1115083,,
Citrobacter youngae,qualibact-v1.0,no_of_contigs,,230,30.42,210,computed,warn,,230,30.42,220.26,30.425,220.26,,
Citrobacter youngae,qualibact-v1.0,longest,,,336110.5,1893594.33,computed,warn,,,336110.5,1893594.33,336110.5,1893594.3299999996,,
Clostridium beijerinckii,qualibact-v1.0,Genome_Size,5500000,6500000,5900000,6200000,computed,warn,5500000,6500000,5552291,6485394,5891143.915,6194038.18,5565528.4,6484101.225
Clostridium beijerinckii,qualibact-v1.0,GC_Content,29.6,30.01,29.61,29.71,computed,warn,29.6,30.01,29.6059,30.0022,29.605929,29.7444715,29.7892855,29.9968045
Clostridium beijerinckii,qualibact-v1.0,Total_Coding_Sequences,4900,5900,5300,5700,computed,warn,4900,5900,4986,5896,5271.295,5655.505,4999.53,5892.7
Clostridium beijerinckii,qualibact-v1.0,Completeness_Specific,88,,100,100,computed,warn,88,,88.17,100,100,100,88.21455,97.26
Clostridium beijerinckii,qualibact-v1.0,Contamination,,9,0.21,2,computed,warn,,9,0.21,8.99,0.21495,1.42505,2.68,8.93445
Clostridium beijerinckii,qualibact-v1.0,N50,92000,,101000,205240.56,computed,warn,92000,,92060.97,205240.56,92060.97,205240.5649999999,,
Clostridium beijerinckii,qualibact-v1.0,no_of_contigs,,290,120.4,260,computed,warn,,290,120.4,281.1,120.405,281.0999999999999,,
Clostridium beijerinckii,qualibact-v1.0,longest,,,304052,754722,computed,warn,,,304052,754722,304052,754722,,
Clostridium botulinum,qualibact-v1.0,Genome_Size,2700000,4500000,3600000,4400000,computed,info,2700000,4500000,2702994,4432564,3572778.855,4342791.06,2852900.985,4426278.79
Clostridium botulinum,qualibact-v1.0,GC_Content,27,28.35,27.06,28.19,computed,info,27,28.35,27.0034,28.3435,27.0033785,28.277482,27.353734499999998,28.330459
Clostridium botulinum,qualibact-v1.0,Total_Coding_Sequences,2600,4400,3300,4200,computed,info,2600,4400,2683,4385,3202,4245.65,2805.13,4373.615
Clostridium botulinum,qualibact-v1.0,Completeness_Specific,94,,99,100,computed,info,94,,94.54,100,99.96634999999999,100,94.80565,99.97585000000001
Clostridium botulinum,qualibact-v1.0,Contamination,,3,0.08,3,computed,info,,3,0.08,2.86,0.08,2.5074500000000013,0.17,2.6709999999999976
Clostridium botulinum,qualibact-v1.0,N50,11000,,18000,968504,computed,info,11000,,11751.84,968504,11751.845,968504,,
Clostridium botulinum,qualibact-v1.0,no_of_contigs,,600,32.64,420,computed,info,,600,32.64,597.94,32.635,597.9350000000002,,
Clostridium botulinum,qualibact-v1.0,longest,,,57195.74,1832008.74,computed,info,,,57195.74,1832008.74,57195.735,1832008.7400000002,,
Clostridium cagae,qualibact-v1.0,Genome_Size,3600000,4100000,3700000,4100000,computed,error,3600000,4100000,3688085.69,4048570.19,3688085.69,4048570.19,,
Clostridium cagae,qualibact-v1.0,GC_Content,27.11,27.34,27.13,27.31,computed,error,27.11,27.34,27.11,27.34,27.114492000000002,27.336828,,
Clostridium cagae,qualibact-v1.0,Total_Coding_Sequences,3300,4000,3300,3900,computed,error,3300,4000,3307.35,3924.43,3307.35,3924.43,,
Clostridium cagae,qualibact-v1.0,Completeness_Specific,99,,99,100,computed,error,99,,99.96,100,99.96,100,,
Clostridium cagae,qualibact-v1.0,Contamination,,1,0,1,computed,error,,1,0,0.48,0.0047,0.48360000000000014,,
Clostridium cagae,qualibact-v1.0,N50,26000,,40000,869079.83,computed,error,26000,,26482.69,869079.83,26482.690000000002,869079.83,,
Clostridium cagae,qualibact-v1.0,no_of_contigs,,300,30.94,200,computed,error,,300,30.94,299.01,30.94,299.0100000000001,,
